Unique_times,chat,
3:46:27,"[' Lol', ' monkaW monkaW', ' F', ' SMOrc bomb warrior best deck. can go face on your turn and opponents turn', ' 12 - 2', ' LUL', ' calculated', ' I never liked pogo rogue - yay', ' SMOrc', ' ez', ' this was intense', ' SKILL', ' throwzen OMEGALUL']",
3:46:28,"[' EZ 👉 💣', ' w1ntrade', ' Rigged !', ' CHEATER LOST LULW', ' stupid rules', ' lmak', ' Boom', ' frozen needs to be warmed up', ' cohhEZ', ' such skill BrokeBack', ' clap']",
3:46:29,"[' yikes', ' first rase get ddosed now this LULW', ' ez', ' 💣 Clap', ' WutFace', ' BibleThump hopper rogue', ' PogChamp', ' EZ win', ' EZ', ' LUL', ' Purple so bad LUL', ' CHEATERS ALWAYS LOSE', ' he looks so happy', ' PURRRPLE']",
3:46:30,"[' EZ Clap NA VICTORIES', ' Poor Frozen punished', ' this is the most disappointing win', ' NOOOOOOOOOO', ' Throwsen', ' skillgame', ' purplewGasm purplewGasm', ' Jebaited', ' 4NELE', ' gg 2-0']",
3:46:31,"[' wait is it not 5 matches?', ' WutFace WutFace WutFace', ' yikes', ' best player won', ' THROW ZEN PepeHands', ' game 1 dq?', ' HS18GG HS18GG', ' game 1 dq?']",
3:46:32,"[' PUUUURPLE', ' SMOrc Clap', ' Clap', ' ez', ' ?????', ' g', ' gg', ' EZ Clap', ' smug', ' LULW', ' eazy', ' ', ' Frozen threw LUL', ' worthy :) worthy :) worthy :) worthy :)']",
3:46:33,"[' EZ', ' EZ', ' wow', ' Fr0zen PepeHands', ' TheIlluminati', ' gg', ' LUL Lesson: Dont cheat LUL', ' !bracket', ' :(', ' gg']",
3:46:34,"[' lul', ' woop', ' The bracket can be found here: https://bit.ly/2Xd54rt', ' game 1 dq?', ' DQ?', ' EZ 👉 💣 .', ' purple has been unscammed', ' BibleThump', ' g', ' FeelsGoodMan', ' lol', ' boomboomboomb']",
3:46:35,"[' FeelsBadMan', ' lul', ' 2-0 LUL', ' EZ Clap NA EZ Clap NA EZ Clap NA EZ Clap NA EZ Clap NA', ' 2-0 LULW', ' TROWZEN LUL', ' purple sign up for tempostorm? PogChamp', ' EZ', ' EZ', ' wait how did purple win game 1 ?', ' dog and frozen both lost PepeHands', ' 💣 Clap 💣 Clap 💣 Clap']",
3:46:36,"[' he is mad LUL', ' nice win', ' 2-0 ???', ' NotLikeThis', ' purplewW', "" that's depressing a f LULW""]",
5:11:33,"[' Purkel 0 skills PJSalt PJSalt BabyRage', ' order pls', ' ORDER LUL', ' order OMEGALUL', ' BM AGAIN', ' LUL']",
5:11:34,"[' GG', ' m0xyEZ Clap', ' HSWP BibleThump', ' gg', ' LULW Purple', ' ANOTHER INTERESTING UNPREDICTABLE GAME ResidentSleeper ResidentSleeper ResidentSleeper']",
5:11:35,"[' ORDER OMEGALUL', ' nice', ' GG']",
5:11:36,"[' purplewGG purplewGMbtw purplewGasm', ' pau no c* campeão', ' gg EZ', ' LUL ORDER', ' EZ gg']",
5:11:37,"[' so much highroll', ' again faaaace SMOrc', ' mexican beating NA OMEGALUL', ' not a polarizing match up at all :)', ' no brawl']",
5:11:38,"[' order LuL', ' LUL', ' CANADA OMEGALUL /', ' !bracket', ' GGGGGGGGGGGGGGGGG', ' Clap', ' PowerUpL TearGlove PowerUpR', ' GGG', ' The bracket can be found here: https://bit.ly/2Xd54rt', "" Thank's Hearthstones both of your free packs had legendaries""]",
5:11:39,"[' gg', '23', ' : )', ' HSWP', ' not order chat', ' Pancho wins', ' GG', ' GG LUL']",
5:11:40,"[' Order', ' LOL', ' what a terrible meta', ' 50 rang chat', ' gg', ' order']",
5:11:41,"[' BROKEN CARD', ' Playing around supercollider again', ' BM ORDER', ' my gosh']",
5:11:42,"["" much more skill needed for this after watching the wimbeldon's final....."", ' gg', ' ORDER LUL', ' misplay', ' miss', ' LUL']",
5:11:43,"[' EZ clap', ' CHAT EleGiggle', "" my yeti doesn't deal 10 dmg BabyRage"", ' GG EZ', ' VAAAMOS LATAM']",
5:11:44,"[' PNC rng king', ' OMEGALUL RDER', ' collider.....', ' LRDER AGAINST', ' P OMEGALUL rple']",
5:11:45,"[' mage pog', ' gggggggggggg', ' chat FailFish', ' VAMOS ARGENTINAAA SwiftRage SwiftRage SwiftRage', ' HE PLAYED THAT ORDER SO HE COULD PUT THE DRAKE IN THE MIDDLE', ' NA ORDER']",
5:11:46,"[' The guy from Ecuador wins LULW', ' will he get brawl nex tturen?', ' EZ Clap', ' HS18ConcedeLeft HS18ConcedeRight HolidayCookie']",
5:11:47,"[' RANK 50 CHAT', ' GG', "" he's playin around colisor"", ' WHY CONJEUR BEFORE DRAKE ?', ' EZ Clap']",
5:11:48,"[' VAMOOOOOOS', ' surrender warrior', ' gg', ' gg']",
5:11:49,"[' LUL', ' GM Order', ' SKILL MAGE', ' not playin devastater was a big mistake', ' EZ Clap', ' rank 25 chat']",
5:11:50,"[' ggs', ' EZ Clap', ' LUL']",
5:11:51,"[' FeelsBadMan', ' chat OMEGALUL', ' wow', ' boom boom pow', ' order is correct rank 50 chat', ' EZ', ' izi pizi', ' EZ Clap', ' rank50 chat', ' yeah rank Pro players on board lol']",
5:11:52,"[' HSWP HSWP HSWP HSWP', ' chat rank 25', ' HS18ConcedeLeft HS18ConcedeRight', ' GGGGGGGG', ' HeyGuys']",
5:11:53,"[' DESTROYED EleGiggle', ' EZ', ' PowerUpL HSCheers PowerUpR', ' PNC Clap', ' LUL', ' bottomRight PepeHands', ' rank 50 chat LUL']",
5:11:54,"[' EZ', ' boom boom power', ' early concede', ' PogU', ' Love watching WARRIOR get destroy', ' noooooooooooo', ' LETS GOOOO', ' WOW BLIZZARD REALLY', ' gg', "" Decklists for the Hearthstone Grandmasters can be found by clicking on the matchup you'd like to see the lists for here: https://bit.ly/2Xd54rt"", ' PNC evolved his skill on Galapagos', ' 3 / 0 Pog']",
5:11:55,"[' LUL', ' EZ Clap PNC', ' GG', ' LUL', ' PBC', ' 3-0 EZ :)', ' THX']",
5:11:56,"[' cant even roll 50/50 LUL get good son LUL', ' EZ', ' FAFSFDOA JOKSD OFD', ' OMEGALUL MAGE OMEGALUL', ' HS18ConcedeLeft HS18ConcedeRight HS18ConcedeLeft HS18ConcedeRight', ' lol', ' ez', ' why it wants over?', ' gratzz', ' FINAL GAME LUL', ' t90Rekt t90Rekt', ' LUL']",
5:11:57,"[' TOO EZ', ' BUFF MAGE PLS', ' gg ez', ' LUL', ' MAGE BrokeBack', ' Purple LuL', ' LETS GOOOOOOOOOOO', ' Order was good chat', ' Concede warrior LUL', ' GRATS PNC', ' ez', ' PNC!!!!!!!!11', ' HS18ConcedeLeft HS18ConcedeRight NotLikeThis NotLikeThis', ' EZ Clap', ' HS18ConcedeLeft HS18ConcedeRight HS18ConcedeLeft HS18ConcedeRight']",
5:11:58,"[' EZ', ' ADHGJGHJASDJYGA', ' EZ', ' too EZ LOL', ' @blankjr_ positioning', ' sweeo!', ' EZ']",
5:11:59,"[' Purple?', ' pow pow pow', "" this is when i don't li ke starcraft"", ' andyYay andyYay andyYay', ' HSWP LULW', ' GGGGGGGGG', ' OpieOP', ' so happy LUL', ' gg', ' EZ', ' gg']",
5:12:00,"[' warrior so good', ' EZ 3-0', ' LUL mage is', ' VAMOOOOOOOO', ' EZ Clap', ' gg', ' gg', ' too ez', ' worst gm won gg', ' THATS FOR FROZEN', ' LUL', ' gg']",
5:12:01,"[' zaqHeart PNC', ' PNC = Purple No Chance', ' sweep LUL', ' GG', ' VAMOOOOS', ' OH GOD THAT FACE IS SO IRRITATING', ' orderrrr', ' GG', ' wp purp!', ' gg', ' I LOVE U PURPLE', ' EZ', ' NA LUL', ' Flashback 4Head', ' gg']",
5:12:02,"[' GGGGGGG', ' SeemsGood SeemsGood SeemsGood SeemsGood SeemsGood', ' GG', ' No nerfs to mage LUL', ' yay mage...', ' GG', ' claps']",
5:12:03,"[' gg', "" fr0zen should've been in the finals FeelsWeirdMan"", ' VAMOS PNC', ' EZ HS18GG', ' WHERE IS MY PACC', ' VAMOS LATAM VAMOS PNC', ' Fun class', "" I didn't get last pack :(""]",
5:34:04,"[' Clap', ' Kappa Clap', ' packs LUL']",
5:34:05,"[' @Thijs accept it from Twitch Chat', ' Clap']",
5:34:06,"[' EZ clap', ' clapclapclap', ' KappaPride Clap', ' gachiGASM', ' LUL', ' RISSOTTO']",
5:34:07,"[' BOB', ' They hate on Admirable because he is the best Jack Black impersonator', ' haHAA Clap', ' CLAP', ' 3 PACKS pOG']",
5:34:08,"[' 🤔', ' Bronze Pack Kappa', ' KappaPride TwitchSings KappaPride']",
5:34:09,"[' warrior vs warrior vs sleep vs afk vs uninstall', ' 0 pack feelsbadman', ' omg']",
5:34:10,"[' Clap', ' @Thijs IN CHAT LULW', ' Americlaps LUL']",
5:34:11,,' @thijs ur in chat cmonBruh'
5:34:12,"[' Clap', ' Bomb warrior vs nomi priest LUL']",
5:34:13,"[' MiniK', ' congrats thijs']",
5:34:14,"[' ...', ' WeirdChamp Clap', ' Clap']",
5:34:15,"[' @thijs give speech 😡', ' Clap Clap Clap Clap']",
5:34:16,"[' NA PRODUCTION', ' PowerUpL DoritosChip PowerUpR']",
5:34:17,"[' BOMB WARRIOR MIRROR ResidentSleeper', ' Clap']",
5:34:18,,
5:34:19,,' kolento^2'
5:34:20,"[' OMEGALUL', ' LULW']",
5:34:21,"[' HS18Skull', ' LUL oh no', ' LUL', ' PRIEST OMEGALUL', ' 0% LULW', ' LULW']",
5:34:22,"[' Clap', ' LUL', ' Priest LULW', ' LUL', ' lul', ' THANK GOD purple and zalae boys lose they are such a bad representative of America.']",
5:34:23,"[' LULW', ' LULW', ' zero packs Kappa', ' LUL', ' LUL']",
5:34:24,"[' LUL', ' LMAO', ' LUL', ' god this is so bad to watch', ' !bracket', ' LUL', ' sweet', ' LULW']",
5:34:25,"[' LUL', ' lol', ' LULW', ' LUL', ' LULW PRIEST', ' cringe', ' LUL LUL PRIEST LUL LUL', ' OMEGALUL', ' Priest', ' 3Head', ' LULW', ' PRIEST', ' GOLDEN PACK! PansexualPride PansexualPride PansexualPride Bliz i love u PansexualPride PansexualPride PansexualPride', ' THANK GOD purple and zalae boys lose they are such a bad representative of America..']",
5:34:26,"[' LUL', ' LULW Clap', ' lmao', ' LUL oof', ' LUL', ' :(', ' LUL', ' LUL', ' LUL', ' LUL']",
5:34:27,"[' LUL', ' Priest OMEGALUL', ' FeelsBadMan', ' OMEGALUL', ' LUL', ' LUL', ' LULW']",
5:34:28,"[' LUL', ' Priest LUL', ' THANK GOD purple and zalae boys lose they are such a bad representative of America.', ' LUL PRIEST LUL', ' LULW', ' OMEHSLUL', ' lol', ' FeelsBadMan', ' LULW', ' LULW', ' LUL', ' LUL LUL LUL', ' LUL', ' OMEGALUL', ' LULW']",
5:34:29,"[' rip', ' LULW', ' LUL', ' OMEGALUL', ' new class', ' poor priest', ' LUL']",
5:45:30,"[' PepeHands Rania', ' kappa', ' PepeHands', ' Wreckless Ecperimenter Kappa', ' succubus PepeHands', ' LUL', ' RIP succubus', ' PepeHands']",
5:45:31,"[' :D', ' Succubus FeelsBadMan', ' jaina pls', ' PepeHands']",
5:45:32,"[' censorship PepeHands', ' LUL', ' LMAO', ' my babygirl', ' f']",
5:45:33,"[' RIP', ' Succubus NotLikeThis NotLikeThis NotLikeThis NotLikeThis NotLikeThis NotLikeThis', ' F']",
5:45:34,"[' NERF', ' F', ' F', ' F', ' F', ' FeelsBadMan', ' moo']",
5:45:35,"[' F', ' f', ' F', ' F', ' F', ' F', ' F', ' f', ' PepeHands', ' PepeHands', ' F', ' F', ' is live？']",
5:45:36,"[' F', ' F', ' LITERALLY UNPLAYABLE LULW', ' F', ' PepeHands', ' F', ' F', ' F']",
5:45:37,"[' LUL', ' F', ' They know PepeLaugh', ' stop', ' dogdogS', ' POGGERS', ' f', ' pepeHands', ' woke blizzard', ' F', ' F LUL']",
5:45:38,"[' F', ' succubus', ' er', ' LULW']",
5:45:39,"[' F', ' F', ' F FOR SUCCUBBUS', ' PepeHands']",
5:45:40,"[' nerf bobs', ' F', ' BibleThump BibleThump', ' PepeHands']",
5:45:41,"[' soul of the card changed', ' they should talk about classic patches nerfs : )', ' F PepeHands', ' F', ' F']",
5:45:42,"[' PepeHands', ' F', ' F', ' f', ' F']",
5:45:43,"[' F', ' Soul of the card :(', ' F RIP PepeHands', ' F', ' f', ' F', ' PepeHands', ' F']",
5:45:44,"[' F jaina F succubus F secret keeper', ' F', ' F', ' china Kapp', ' F', ' F', ' F', ' F', ' yeah', ' F']",
5:45:45,"[' f', ' F', ' F', ' Jaina art nerf is the worst', ' F', ' F', ' f', ' PepeLaugh', ' what was wrong with succubus', "" You're in trouble now.""]",
5:45:46,"[' F', ' f', ' PepeHands', ' Balanced changes Kappa', ' PepeHands F', ' LUL', ' F', ' F', ' PepeHands', ' F', ' F', ' F']",
5:45:47,"[' F succubus BibleThump', ' PogChamp', ' F', ' PepeHands', ' BibleThump BibleThump BibleThump', ' F', ' F', ' bliz please succubus back', ' lol', ' f']",
5:45:48,"[' F', ' F for succubus', ' f', ' F', ' f', ' PepeHands']",
5:45:49,"[' F', ' f PepeHands', ' F', ' F', ' F']",
5:45:50,"[' FeelsBadMan F', ' f', ' F', ' F', ' f', ' f', ' F PepeHands', ' The worst nerf was preparation!!!!!!', ' f', ' F', ' F', ' f', ' F', ' F', ' F']",
5:45:51,"[' F', ' F', ' F', ' F', ' F PepeHands', ' F', ' F', ' F', ' F', ' F', ' F']",
5:45:52,"[' F', ' F', ' F', ' F', ' f', ' F', ' F', ' f', ' F']",
5:45:53,"[' F', ' F', ' F', ' f', ' F.', ' TearGlove TearGlove', ' F', ' F']",
5:45:54,"[' F', ' f', ' PrideSaba PrideSaba PrideSaba', ' PepeHands', ' :D', ' #BlameChina', ' F', ' F', ' bumfight Bj best', ' F', ' F PepeLaugh', ' PepeHands', ' F PepeHands', ' F']",
5:47:04,,
5:47:05,"[' Kgod', ' BibleThump']",
5:47:06,"[' thijsW', ' MALDING LULW', ' SO HANDSOME']",
5:47:07,"[' hair PepeHands', ' CHINA MEAN TO MY JAINA', ' 2014 EZ']",
5:47:08,"[' thijs incming', ' THIJS']",
5:47:09,,' LUL'
5:47:10,"[' GODLENTO', ' 10-4']",
5:47:11,"[' bet thijs will be the last option', ' GODlento']",
5:47:12,,' thijs LUL'
5:47:13,,' so mature'
5:47:14,,' Can you just drop like 10k gold to all viewers'
5:47:15,"[' 5Head', ' K Kreygasm L E N T Kreygasm AYAYA', ' Kreygasm Kreygasm Kreygasm']",
5:47:16,"[' GODLENTO', '2014', ' Adult LUL']",
5:47:17,"[' LUL', ' gachiGASM']",
5:47:18,,' nice'
5:47:19,,' LUL'
5:47:20,"[' 2014 kolento best kolento', ' Hotlento', ' 2019 Pog']",
5:47:21,"[' MALD PepeLaugh', ' LUL', ' what packs Kappa', ' LUL', ' wlgF wlgF']",
5:47:22,"[' who could have guessed???', ' OMEGALUL', ' PepeLaugh', ' THIJS']",
5:47:23,"[' THIJS OMEGALUL', ' thijsA', ' LULW']",
5:47:24,"[' THIJS AYAYA Clap', '2014', ' LOL', ' PepeLaugh', ' GOD Kreygasm', ' AYAYA', ' lul', ' Called it']",
5:47:25,"[' LUL', ' hahahahaha', ' LUL', ' LOL', ' LULW', ' LUL', ' LUL', ' LULW', ' LUL']",
5:47:26,"[' LUL', ' LUL', ' LULW', ' LUL', ' LUL LUL LUL LUL', ' lul', ' LUL', ' LUL', ' LUL', ' F', ' LUL', ' lmao?', ' LUL', ' LUL', ' LULW']",
5:47:27,"[' Thjis', ' LULW', ' LUL', ' haHAA', ' PepeLaugh', ' Jebaited', ' LOL', ' haHAA Clap', ' LUL LUL LUL', ' Thijs Thijs']",
5:47:28,"[' OMEGALUL', ' haHAA', ' LULW', ' Pog', ' LULW', ' LUL', ' LULW', ' LUL', ' Thijs LuL', ' OMEGALUL', ' LUL', ' so unexpected CoolStoryBob', ' NotLikeThis', ' LUL', ' BabyRage']",
5:47:29,"[' hahahahaha', ' LUL']",
5:47:30,"[' Its Thijs', ' LUL', ' LUL', ' LUL', ' g4y cringe king THIJS', ' LUL', ' LULW', ' LUL', ' OMEGALUL', ' LUL', ' tijs', ' LUL']",
5:47:31,"[' LUL', ' LULW', ' OMEGALUL', ' EZ', ' LUL LUL', ' PogChamp', ' OMG', ' LUL', ' ciaomiOLUL', ' OMEGALUL', ' HS18GG', ' LULW', ' thijs']",
5:47:32,"[' PogChamp', ' OMEGALUL', ' PepeLaugh', ' LUL', ' LUL', ' OMEGALUL', ' LUL - knew it was coming but still laughed', ' Fake', ' 1 pack LUL', ' LUL LUL LUL', ' LULW']",
5:47:33,"[' LULW', ' TTT', ' LUL', ' LUL', ' THIJS', ' WINNER', ' LULW', ' LUL', ' but that is THIJS', ' xaaxxaaaaaaaaaaaaa', ' LUL', ' THIjS', ' LUL', ' thijsHAHAA', ' thijsC']",
5:47:34,"[' LUL', ' LUL', ' LULW Clap', ' LULW', ' LULW', ' winner', ' LULW', ' LUL', ' LUL', ' LUL', ' PepeLaugh PepeLaugh PepeLaugh', ' LUL', ' LUL', ' LUL']",
5:47:35,"[' LUL', ' LUL', "" Thijs? That's Kolento!"", ' LUL', ' LUL', ' LUL LUL LUL', ' thijsA thijsA thijsA', ' LUL', ' EleGiggle EleGiggle EleGiggle EleGiggle EleGiggle', ' lol', ' POGH', ' thijs! LUL', ' THIJS LULW']",
5:47:36,"[' KOLENTOOOOO', ' hahaha', ' hahahaaha', ' THIJS WINS LULW', ' LUL LUL LUL LUL', ' haHAA Clap', ' lol']",
5:47:37,"[' LUL', ' LUL', ' JUST THIJS', ' LUL LUL LUL LUL', ' OMG', ' LUL LUL LUL LUL', ' LUL', ' LULW']",
5:48:04,"[' LUL', ' THIJS SKIN', ' actually funny', ' LULW', ' LUL THIJS', ' Pog', ' SCRIPTED JOKE']",
5:48:05,"[' LUL', ' LUL', ' Lol', ' WeirdChamp', ' LUL LUL LUL', ' LUL', ' well done kolento']",
5:48:06,"[' Pog', ' haHAA Clap', ' Yayyyyyy thijs!', ' POGGERS', ' THIJS REKT LUL']",
5:48:07,"[' LUL', ' Pog', ' PagChomp', ' Pog', ' PogU', ' Pog', ' Pog']",
5:48:08,"[' LUL', ' are they the same person', ' PogChamp', ' KomodoHype KomodoHype KomodoHype KomodoHype', ' which one', ' thijsPog thijsPog thijsPog']",
5:48:09,"[' what in the world is this LUL', ' Clap', ' POGGERS', ' LUL', ' THIJS SPEECH OMEGALUL', ' rigged', ' when bad jokes are good', ' Pog', ' LULW LULW LULW LULW LULW']",
5:48:10,"[' FeelsWeirdMan', ' Pog', ' Pog SPEECH']",
5:48:11,"[' PogChamp', ' NotLikeThis', ' F Blizzard FailFish', ' Pog ?', ' AYAYA Clap']",
5:48:12,"[' Pog', ' IM DEAD LUL', ' what did he win']",
5:48:13,"[' Pog a', ' rigged', ' thojs omin', ' PogChamp', ' LUL', ' Deserved :)', ' Pog', ' F for Kolento', ' Kolento bs kolento']",
5:48:14,"[' Lol', ' LUL LUL LUL', ' PogU', ' Pog']",
5:48:15,"[' Pog', ' GG!!!']",
5:48:16,,' GG'
5:48:17,"[' wat is dis', ' bankaiCHAMP bankaiCHAMP bankaiCHAMP bankaiCHAMP', ' Lmao', ' pog', ' LULW', ' LULW']",
5:48:18,"[' PogChamp PogChamp', ' @thiswilldestroyyou LUL']",
5:48:19,"[' OMEGALUL', ' #notkolento', ' LUL', ' thijs finally winning something', ' GOD', ' LULW', ' LuL', ' Pog', ' LUL']",
5:48:20,"[' @thijs GRATS KOLENTO', ' Pog', ' LUL', ' uh']",
5:48:21,,' LOL'
5:48:22,"[' uhh', ' LUL']",
5:48:23,"[' LUL', ' LULW', ' LUL', ' @thijs LUL', ' OMEGALUL', ' Hm', ' LULW']",
5:48:24,"[' ?', ' CAN I LEAVE', ' mm', ' LUL', ' Jebaited', ' LUL', ' LULW', ' LULW', ' Wrong cam Kappa', ' LULW', ' LULW']",
5:48:25,"[' LULW', ' LUL', ' POGGERS', ' LUL', ' LULW', ' LUL', ' pog']",
5:48:26,"[' OMEGALUL', ' LULW', ' Kolento VS kolento', ' LUL', ' LULW', ' LUL', ' LUL', ' LUL']",
5:48:27,"[' LULW', ' MH', ' LUL', ' HAAHAHHA', ' LUL Clap', ' Thijs is hilarious. Get it', ' LUL', ' Kolento LUL', ' LUL', ' LUL', ' LUL', ' thijsHAHAA', ' omegalul', ' LUL LUL LUL', ' LULW']",
5:48:28,"[' LULW', ' oof', ' 4HEad', ' LUL', ' are there any games coming up soon????', ' lol', ' LUL', ' LUL', ' LOL', ' hahahahahaha', ' LUL', ' LUL', ' thijsA thijsA thijsA', ' ????', ' LUL']",
