Unique_times,chat,
5:06:33,"[' NotLikeThis NotLikeThis', ' DOG LULW', ' WeirdChamp', ' EZ Clap', ' 5 mana deal 25 LUL', ' GM BM LUL']",
5:06:34,"[' BM', ' lol', ' hs ', ' lethal plus concede right?', ' Paladin Pog', ' Lol']",
5:06:35,"[' t90Demo t90Demo', ' Woop!', ' this shirvallah deck is not a joke at all POGGERS', ' NERF MIND BLAST']",
5:06:36,"[' LUL', ' GG', ' bm lul', ' CLOWN FIESTA']",
5:06:37,"[' gg', ' wow... this is really lame. really', ' nice performance Kappa', ' I cant wait for eddie to get REKT LUL', ' bm tft', ' smaceLUL smaceD', ' was lethal with conc PepeHands', ' loadRage FBCatch FBCatch']",
5:06:38,"[' swiftyHype swiftyHype', ' FBCatch FBCatch FBCatch FBCatch FBCatch ChefFrank', ' PepeHands PepeHands', ' HandsUp', ' TFT OMEGALUL', ' dogdogF', ' BM LULW', ' very good deck wpah!', ' \\ Kappa /', ' ez', ' Eddie going next level', ' nice', ' FeelsBadMan']",
5:06:39,"[' well played', ' RNG STONE BOYS', ' f dog', ' well done', ' dat BM', ' he had lethal with the other baleful and consecrate', ' BACK TO TFT LUL', ' GG', ' PepeHands']",
5:06:40,"[' good work', ' TFT PepeLaugh', ' Nice BM haHAA', ' well this was not fun at all', ' skill LUL', ' BM', ' HSCheers', ' LETS GOOOO', ' Very skilled :)']",
5:06:41,"[' TOO GOOOOOOOOD', ' Kapp', ' puppy got rekt', ' lulu', ' TF2 Players LUL', ' well done mate', ' cat', ' BACK TO TFT PogU', ' thats all that time dog playing tft lul', ' lame', ' BACK TO TFT LUL', ' T D: X I C']",
5:40:38,"[' p', ' LUL', ' 2 0 attack minions', ' LUL']",
5:40:39,,' LOOOOOL'
5:40:40,"[' Spirits LUL', ' dogdogQ1 dogdogQ2', ' LULW', ' LUL']",
5:40:41,"[' rip', ' bomb oh my gosh', ' drink every time purple touches his hair']",
5:40:42,,' 1 atk board LUL'
5:40:43,"[' LUL', ' SMOrc']",
5:40:44,"[' BlessRNG', ' holi', ' miss lethal LUL', ' Pog']",
5:40:45,"[' monkaS', ' zero attack LUL', ' PepeLaugh']",
5:40:46,"[' here comes the boom!', ' LUL']",
5:40:47,,' LOL'
5:40:48,,
5:40:49,"[' Wow', ' D OMEGALUL G']",
5:40:50,,' Sulthraze good SMOrc'
5:40:51,,
5:40:52,"[' LUL', ' LUL', ' ULU']",
5:40:53,"[' LUL', ' LUL', ' perfect']",
5:40:54,"[' LUL', ' PepeLaugh', ' LOL', ' LUL', ' CLEAVE', ' monkaS close game']",
5:40:55,"[' OMEGALUL', ' LULW', ' LUL']",
5:40:56,"[' LUL', ' LUL', ' lol', ' LUL']",
5:40:57,"[' lul', ' LUL', ' LOL', ' OMEGALUL', ' LUL', ' LOL', ' he shouldve suffle azelinas in hes deck when he had a chance', ' LUL']",
5:40:58,"[' bankaiCHAMP bankaiCHAMP', ' LUL', ' atk0 brothers', ' OMEGALUL']",
5:40:59,"[' NA CLEAVE WOW LULW', ' LUL', ' the three damage from the wrenchacaliber that he put into a 1-1 could have won purple the game', ' LUL', ' LOOOOL', ' why doesnt he play togs scheme']",
5:41:00,"[' aim LuL', ' LUL', ' LOWROLL LULW']",
5:41:01,,
5:41:02,"[' LUL', ' EZ', ' Playing TFT OMEGALUL', ' clown fiesta LUL', ' LUL']",
5:41:03,"[' LUL', ' oh dang', ' LUL', ' LULW', ' F', ' WutFace WutFace WutFace HS18ConcedeLeft HS18ConcedeRight']",
5:41:04,"[' LULW', ' LUL', ' LUL', ' LUL', ' farLewd', ' loollll', ' Pog', ' LULW']",
5:41:05,"[' D OMEGALUL G', ' LUL', ' LUL', ' Clap', ' EZ', ' gg', ' LUL', ' LUL', ' LUL', ' LUL', ' OMEGALUL']",
5:41:06,"[' Clap', ' EZ Clap', ' @quote_me_when_dog_loses', ' ESPORTS', ' LUL', ' 💣', ' LUL', ' purple so skilled', ' ResidentSleeper', ' LUL', ' LUL', ' good card LULW']",
5:41:07,"[' ez', ' LUL', ' t90Petard t90Demo', ' GG', ' LOL', ' LUL', ' random game', ' PepeHands PepeHands PepeHands PepeHands', ' LUL', ' EZ Clap', ' LULW', ' wwwwwwwwwwwwwwwwwwow', ' so lucky']",
5:41:08,"[' BlessRNG', ' BibleThump', ' LUL']",
5:41:09,"[' lol', ' Pepega', ' wow..gg purple', ' LULW', ' Jebaited', ' scheme', ' PogChamp PogChamp', ' no tog LUL', ' rn...LUL', ' 💣 Clap', ' XD', ' RNGGGGGGGGG', ' F', ' HeyGuys HeyGuys HeyGuys HeyGuys HeyGuys HeyGuys']",
5:41:10,"[' tog bottom', ' LUL', ' LUL', ' 4Head', ' T E M P O W A R R I O R', ' B OMEGALUL MB']",
5:41:11,"[' yesssssssss', ' LETS GO DOG', ' LUL de boom', ' dog OMEGALUL', ' OMEGALUL OMEGALUL', ' SKILLSTONE LUL']",
5:41:12,"[' noo dog L(', ' PogUOMEGA', ' drink every time purple touches his hair', ' LULW', ' hahahahahaha']",
5:41:13,"[' OhMyDog OhMyDog OhMyDog', ' Love RNG!', ' GG', ' EZ Clap', ' GO PURPLE!!!', ' skill ResidentSleeper', ' TFT STREAMER LUL', ' LUL']",
5:41:14,"[' PogChamp', ' dogdogLife', ' RNG FIESTAAAA', ' sap that bomb', ' 💣', ' ResidentSleeper', "" don't tilt dog PepeHands"", ' PepeLaugh :point_right: bottomRight', ' Never lucky', ' purplewW purplewW purplewW purplewW', ' pogchamp']",
5:41:15,"[' LUL', ' LUL warrior', ' EZ EZ EZ EZ', ' PepeHands', ' hamzDead hamzDead', ' LUL bombed']",
5:41:16,"[' olesyaBusya olesyaPain', ' GG', ' gg', ' that was super unlucky', ' No togwaggle FeelsBadMan', ' PogU', ' EZ LUL', ' gg', ' TFT Player OMEGALUL']",
5:41:17,"[' skill based', ' LUL LUL LUL', ' P ', ' dog not hapy', ' Pog', ' sungliHands', ' BOTTOMWAGGLE', ' EZ', ' TFT PLAYER LULW', ' F', ' complete clown fiesta LUL', ' smirk']",
5:41:18,"[' dog misplay', ' yeaahhhh!!!!!!!!!!!!!!', ' LULW TFT STREAMER', ' FrankerZ', ' he didnt deserve it', ' ALL SKILL Kappa', ' Tog last card', ' BabyRage', ' BlessRNG', ' TFT players are like a free win nowadays', ' LUL GGEZ LUL', ' PepeLaugh THE BETTER PLAYER WON', ' HSWP', ' NOOOOOOOO', ' ESPORTS LUL']",
5:41:19,"[' BabyRage', ' salty dog fans LUL', ' Canada Wins', ' skillstone', ' dog PepeHands']",
5:41:20,"[' poor doggo', ' TFT', ' why why', ' better aplayer won LUL', ' outskilled LUL', ' Clap', ' Burned', ' bad luck dog']",
5:41:21,"[' Doggy BibleThump', ' DOG GETS HIS WISH!', ' Dog PepeHands', ' oooo myyyyy gooooood', ' HE HAS A SAD', ' Purple is a bro', ' DOG D:', ' dogdogLife']",
