Unique_times,chat,
0:48:08,"[' lunezePog lunezePog lunezePog lunezePog lunezePog lunezePog lunezePog lunezePog lunezePog lunezePog', ' PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp', ' CurseLit CurseLit CurseLit CurseLit CurseLit CurseLit CurseLit', ' PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp', ' SMOrc SMOrc SMOrc SMOrc SMOrc SMOrc SMOrc SMOrc']",
0:48:09,"[' sihaSmug', ' NotLikeThis NotLikeThis NotLikeThis NotLikeThis NotLikeThis NotLikeThis NotLikeThis NotLikeThis NotLikeThis NotLikeThis NotLikeThis NotLikeThis NotLikeThis NotLikeThis NotLikeThis NotLikeThis NotLikeThis NotLikeThis', ' MingLee', ' ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper NinjaGrumpy NinjaGrumpy NinjaGrumpy NinjaGrumpy NinjaGrumpy', ' Mau5 Mau5 Mau5 mcaT Mau5 mcaT mcaT mcaT Mau5 mcaT Mau5 mcaT Mau5 mcaT Mau5 mcaT Mau5 Mau5 mcaT mcaT Mau5 mcaT Mau5 mcaT Mau5 mcaT Mau5 mcaT', ' xqcE xqcE xqcE xqcE xqcE', ' mcaT mcaT mcaT mcaT mcaT mcaT mcaT mcaT mcaT mcaT mcaT mcaT mcaT mcaT mcaT mcaT mcaT mcaT mcaT mcaT mcaT mcaT mcaT mcaT mcaT mcaT mcaT mcaT mcaT mcaT mcaT mcaT mcaT mcaT mcaT mcaT mcaT mcaT mcaT mcaT mcaT mcaT mcaT mcaT mcaT mcaT', ' itssliA nickmercs2 itssliA nickmercs2 itssliA nickmercs2 itssliA nickmercs2 itssliA nickmercs2 itssliA nickmercs2 itssliA nickmercs2 itssliA nickmercs2 itssliA nickmercs2 itssliA nickmercs2 itssliA nickmercs2 itssliA nickmercs2 itssliA nickmercs2 itssliA nickmercs2 itssliA nickmercs2 itssliA nickmercs2 itssliA nickmercs2 itssliA nickmercs2 itssliA nickmercs2 itssliA nickmercs2 itssliA nickmercs2 itssliA nickmercs2 itssliA nickmercs2 itssliA nickmercs2 itssliA']",
0:48:10,"[' ResidentSleeper', ' ResidentSleeper ResidentSleeper', ' VoteYea VoteYea KAPOW VoteYea VoteYea VoteYea VoteYea VoteYea VoteYea VoteYea KAPOW KAPOW KAPOW VoteYea VoteYea VoteYea VoteYea VoteYea KAPOW KAPOW EarthDay KAPOW KAPOW VoteYea VoteYea VoteYea KAPOW KAPOW EarthDay EarthDay EarthDay KAPOW KAPOW VoteYea VoteYea VoteYea KAPOW KAPOW EarthDay KAPOW KAPOW VoteYea VoteYea VoteYea VoteYea VoteYea KAPOW KAPOW KAPOW VoteYea VoteYea VoteYea VoteYea VoteYea VoteYea VoteYea KAPOW VoteYea VoteYea VoteYea', ' FreakinStinkin FreakinStinkin FreakinStinkin FreakinStinkin FreakinStinkin FreakinStinkin FreakinStinkin FreakinStinkin FreakinStinkin CurseLit CurseLit CurseLit CurseLit CurseLit CurseLit CurseLit CurseLit CurseLit CurseLit CurseLit', ' ResidentSleeper', ' ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper', ' Kreygasm Kreygasm Kreygasm Kreygasm Kreygasm Kreygasm Kreygasm', ' FortOne', ' ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper', ' HotPokket', ' LUL', ' losSleep losSleep losSleep losSleep losSleep losSleep losSleep losSleep losSleep losSleep losSleep losSleep losSleep losSleep losSleep losSleep losSleep losSleep losSleep losSleep losSleep losSleep losSleep losSleep losSleep losSleep']",
0:48:11,,
0:48:12,,
0:48:13,"[' FortOne FortOne FortOne FortOne', ' MrDestructoid MrDestructoid MrDestructoid MrDestructoid MrDestructoid MrDestructoid MrDestructoid MrDestructoid MrDestructoid', ' BabyRage BabyRage BabyRage BabyRage BabyRage BabyRage BabyRage BabyRage BabyRage BabyRage BabyRage BabyRage BabyRage BabyRage BabyRage BabyRage BabyRage BabyRage BabyRage BabyRage BabyRage DatSheffy DatSheffy DatSheffy DatSheffy DatSheffy DatSheffy EleGiggle EleGiggle EleGiggle TheThing TheThing TheThing', ' WutFace', ' WutFace NotLikeThis WutFace NotLikeThis WutFace NotLikeThis WutFace NotLikeThis WutFace NotLikeThis WutFace NotLikeThis WutFace NotLikeThis', ' itsricHank itsricHank itsricHank itsricHank itsricHank itsricHank itsricHank itsricHank itsricHank itsricHank itsricHank itsricHank itsricHank itsricHank itsricHank itsricHank', ' VoteNay', ' BabyRage BabyRage BabyRage BabyRage BabyRage', ' MrDestructoid MrDestructoid MrDestructoid MrDestructoid', ' PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp', ' MrDestructoid MrDestructoid MrDestructoid MrDestructoid MrDestructoid MrDestructoid MrDestructoid MrDestructoid MrDestructoid MrDestructoid MrDestructoid MrDestructoid MrDestructoid MrDestructoid MrDestructoid MrDestructoid MrDestructoid MrDestructoid MrDestructoid MrDestructoid', ' ResidentSleeper ResidentSleeper ResidentSleeper NotLikeThis NotLikeThis NotLikeThis', ' DoritosChip', ' VoteNay VoteNay VoteNay VoteNay', ' Kappa']",
0:48:14,"[' StoneLightning StoneLightning StoneLightning StoneLightning StoneLightning StoneLightning StoneLightning StoneLightning', ' xqcSkip xqcSkip xqcSkip xqcSkip xqcSkip xqcSkip xqcSkip xqcSkip xqcSkip xqcSkip xqcSkip xqcSkip xqcSkip xqcSkip xqcSkip xqcSkip xqcSkip xqcSkip xqcSkip xqcSkip xqcSkip xqcSkip xqcSkip xqcSkip xqcSkip xqcSkip xqcSkip xqcSkip xqcSkip xqcSkip xqcSkip xqcSkip xqcSkip xqcSkip xqcSkip xqcSkip xqcSkip xqcSkip', ' BatChest BatChest BatChest CoolStoryBob CoolStoryBob BatChest CoolStoryBob CoolStoryBob CoolStoryBob BatChest KAPOW KAPOW KAPOW ItsBoshyTime KAPOW TheIlluminati TheIlluminati TheIlluminati TheIlluminati', ' ResidentSleeper', ' tfueBORED tfueBORED tfueBORED tfueBORED', ' WutFace', ' SingsNote ResidentSleeper FailFish SingsNote ResidentSleeper FailFish SingsNote ResidentSleeper FailFish SingsNote ResidentSleeper FailFish SingsNote ResidentSleeper FailFish SingsNote ResidentSleeper FailFish SingsNote ResidentSleeper FailFish', ' WutFace NotLikeThis WutFace NotLikeThis WutFace NotLikeThis WutFace NotLikeThis', ' PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp', ' NotLikeThis NotLikeThis NotLikeThis NotLikeThis NotLikeThis NotLikeThis NotLikeThis', ' TwitchLit TwitchLit TwitchLit TwitchLit TwitchLit Squid4', ' xqcB', ' tfueLASER tfueLASER tfueLASER tfueLASER tfueLASER tfueLASER tfueLASER tfueLASER tfueLASER tfueLASER', ' ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper', ' ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper wolfYikes wolfYikes wolfYikes']",
0:48:15,,
0:48:16,"[' monteDJ monteDJ monteDJ monteDJ monteDJ monteDJ monteDJ', ' MrDestructoid MrDestructoid MrDestructoid MrDestructoid MrDestructoid MrDestructoid MrDestructoid MrDestructoid MrDestructoid MrDestructoid MrDestructoid MrDestructoid MrDestructoid MrDestructoid MrDestructoid MrDestructoid MrDestructoid MrDestructoid MrDestructoid MrDestructoid MrDestructoid MrDestructoid MrDestructoid MrDestructoid MrDestructoid MrDestructoid MrDestructoid MrDestructoid', ' WutFace WutFace WutFace WutFace WutFace', ' FailFish FailFish FailFish FailFish FailFish FailFish FailFish FailFish FailFish FailFish FailFish FailFish FailFish FailFish', ' PogChamp', ' ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper VoteNay VoteNay VoteNay VoteNay', ' FailFish FailFish FailFish ResidentSleeper ResidentSleeper ResidentSleeper cmonBruh cmonBruh cmonBruh', ' LUL LUL LUL LUL LUL LUL LUL', ' kingphilGENIMMT kingphilGENIMMT kingphilGENIMMT kingphilGENIMMT kingphilGENIMMT kingphilGENIMMT kingphilGENIMMT kingphilGENIMMT kingphilGENIMMT kingphilGENIMMT kingphilGENIMMT kingphilGENIMMT kingphilGENIMMT', ' ninjaPopcorn ninjaPopcorn ninjaPopcorn ninjaPopcorn ninjaPopcorn', ' BegWan BegWan BegWan BegWan BegWan']",
0:48:17,"[' FailFish', ' ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper', ' ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper :( :( :( :( :( ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper', ' hamzPOGGIES hamzPOGGIES hamzPOGGIES hamzPOGGIES hamzPOGGIES hamzPOGGIES hamzPOGGIES hamzPOGGIES hamzPOGGIES hamzPOGGIES hamzPOGGIES hamzPOGGIES hamzPOGGIES hamzPOGGIES hamzPOGGIES hamzPOGGIES hamzPOGGIES hamzPOGGIES hamzPOGGIES hamzPOGGIES hamzPOGGIES hamzPOGGIES hamzPOGGIES', ' PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp', ' tocataTOMA tocataTOMA tocataTOMA tocataTOMA tocataTOMA tocataTOMA tocataTOMA tocataTOMA tocataTOMA tocataTOMA tocataTOMA tocataTOMA', ' symfCringe symfCringe symfCringe symfCringe symfCringe symfCringe symfCringe symfCringe symfCringe symfCringe symfCringe symfCringe symfCringe symfCringe symfCringe symfCringe symfCringe symfCringe symfCringe symfCringe symfCringe symfCringe symfCringe symfCringe', ' CurseLit CurseLit CurseLit CurseLit CurseLit CurseLit CurseLit CurseLit CurseLit CurseLit CurseLit CurseLit CurseLit CurseLit CurseLit CurseLit CurseLit CurseLit CurseLit CurseLit CurseLit CurseLit CurseLit CurseLit CurseLit CurseLit CurseLit', ' VoteYea VoteYea KAPOW VoteYea VoteYea VoteYea VoteYea VoteYea VoteYea VoteYea KAPOW KAPOW KAPOW VoteYea VoteYea VoteYea VoteYea VoteYea KAPOW KAPOW EarthDay KAPOW KAPOW VoteYea VoteYea VoteYea KAPOW KAPOW EarthDay EarthDay EarthDay KAPOW KAPOW VoteYea VoteYea VoteYea KAPOW KAPOW EarthDay KAPOW KAPOW VoteYea VoteYea VoteYea VoteYea VoteYea KAPOW KAPOW KAPOW VoteYea VoteYea VoteYea VoteYea VoteYea VoteYea VoteYea KAPOW VoteYea VoteYea VoteYea', ' DansGame DansGame DansGame DansGame DansGame DansGame', ' ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper', ' xqcSleeper xqcSleeper xqcSleeper xqcSleeper xqcSleeper xqcSleeper xqcSleeper xqcSleeper xqcSleeper xqcSleeper xqcSleeper xqcSleeper xqcSleeper xqcSleeper xqcSleeper xqcSleeper xqcSleeper xqcSleeper xqcSleeper xqcSleeper xqcSleeper xqcSleeper xqcSleeper xqcSleeper xqcSleeper xqcSleeper xqcSleeper xqcSleeper xqcSleeper xqcSleeper xqcSleeper xqcSleeper', ' rreplays90s prosperHI prosperCHOKED prosperAK2 rreplays90s prosperHI prosperCHOKED prosperAK2 rreplays90s prosperCHOKED prosperAK2 prosperHI rreplays90s prosperAK2 prosperHI rreplays90s', ' KappaHD KappaHD KappaHD KappaHD KappaHD KappaHD KappaHD KappaHD KappaHD KappaHD KappaHD KappaHD KappaHD KappaHD', ' ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper']",
0:48:31,"[' jifontJar jifontJar jifontJar jifontJar jifontJar jifontJar jifontJar jifontJar jifontJar jifontJar jifontJar jifontJar jifontJar jifontJar jifontJar jifontJar jifontJar jifontJar jifontJar jifontJar jifontJar jifontJar jifontJar jifontJar jifontJar jifontJar jifontJar jifontJar jifontJar jifontJar jifontJar jifontJar jifontJar jifontJar jifontJar jifontJar jifontJar jifontJar jifontJar jifontJar jifontJar', ' whitet16Bruh whitet16Bruh whitet16Bruh whitet16Bruh', ' NonBinaryPride NonBinaryPride NonBinaryPride NonBinaryPride NonBinaryPride NonBinaryPride NonBinaryPride NonBinaryPride NonBinaryPride NonBinaryPride NonBinaryPride NonBinaryPride NonBinaryPride NonBinaryPride NonBinaryPride', ' ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper', ' VoteYea VoteYea VoteYea VoteYea VoteYea', ' CurseLit CurseLit CurseLit CurseLit CurseLit CurseLit CurseLit CurseLit', ' beyond18Hypers beyond18Hypers beyond18Hypers beyond18Hypers beyond18Hypers beyond18Hypers beyond18Hypers beyond18Hypers beyond18Hypers beyond18Love', ' leafytCry leafytCry leafytCry leafytCry leafytCry leafytCry leafytCry leafytCry leafytCry', ' TriHard TriHard TriHard TriHard TriHard TriHard TriHard TriHard TriHard TriHard TriHard TriHard', ' ResidentSleeper', ' MrDestructoid MrDestructoid MrDestructoid MrDestructoid MrDestructoid MrDestructoid MrDestructoid MrDestructoid MrDestructoid MrDestructoid MrDestructoid MrDestructoid MrDestructoid MrDestructoid MrDestructoid MrDestructoid MrDestructoid MrDestructoid MrDestructoid', ' FailFish FailFish FailFish FailFish FailFish FailFish FailFish FailFish FailFish FailFish FailFish FailFish FailFish FailFish FailFish FailFish FailFish FailFish FailFish FailFish FailFish FailFish FailFish FailFish FailFish FailFish FailFish ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper', ' xqcH xqcH xqcH xqcH xqcH xqcH', ' LUL LUL LUL LUL LUL LUL', ' TwitchLit TwitchLit TwitchLit']",
0:48:32,"[' ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper', ' LUL LUL', ' ', ' LUL LUL LUL LUL', ' VoteNay VoteNay VoteNay VoteNay VoteNay VoteNay VoteNay VoteNay VoteNay VoteNay VoteNay', ' PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp', ' trizieRage trizieRage trizieRage trizieRage trizieRage', ' ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper', ' LUL LUL LUL', ' BCWarrior BCWarrior BCWarrior BCWarrior BCWarrior', ' DansGame DansGame DansGame DansGame DansGame DansGame DansGame DansGame DansGame DansGame DansGame', ' ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper', ' LUL LUL LUL LUL LUL LUL', ' ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper', ' solaryfRendPasFou solaryfRendPasFou solaryfRendPasFou']",
0:48:33,"[' bgirlWoo slyonHype bgirlWoo slyonHype bgirlWoo slyonHype bgirlWoo slyonHype bgirlWoo slyonHype bgirlWoo slyonHype bgirlWoo slyonHype bgirlWoo slyonHype bgirlWoo slyonHype bgirlWoo slyonHype bgirlWoo', ' CurseLit CurseLit CurseLit CurseLit CurseLit CurseLit CurseLit CurseLit CurseLit CurseLit CurseLit CurseLit CurseLit CurseLit CurseLit CurseLit CurseLit CurseLit CurseLit CurseLit CurseLit CurseLit PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp LUL LUL LUL LUL LUL']",
0:48:34,"[' SSSsss SSSsss SSSsss', ' LUL', ' rescSipZ rescSipZ rescSipZ rescSipZ rescSipZ rescSipZ', ' mitr0Love mitr0Love mitr0Love mitr0Love mitr0Love mitr0Love mitr0Love mitr0Love mitr0Love mitr0Love mitr0Love mitr0Love', ' symfLog symfLog symfLog symfLog symfLog symfLog symfLog symfLog symfLog symfLog symfLog symfLog symfLog symfLog symfLog symfLog symfLog symfLog symfLog symfLog symfLog symfLog', ' VoteNay VoteNay VoteNay VoteNay VoteNay VoteNay VoteNay VoteNay VoteNay VoteNay VoteNay VoteNay VoteNay VoteNay VoteNay VoteNay VoteNay VoteNay', ' WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace WutFace', ' LUL', ' ResidentSleeper', ' PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp', ' SeemsGood SeemsGood SeemsGood', ' LUL LUL LUL LUL', ' VoteYea VoteYea VoteYea VoteYea VoteYea VoteYea VoteYea VoteYea', ' SeriousSloth SeriousSloth SeriousSloth SeriousSloth SmoocherZ SmoocherZ SmoocherZ SmoocherZ SmoocherZ SmoocherZ SmoocherZ SmoocherZ', ' LUL LUL LUL LUL LUL']",
0:48:35,"[' VoteYea VoteYea KAPOW VoteYea VoteYea VoteYea VoteYea VoteYea VoteYea VoteYea KAPOW KAPOW KAPOW VoteYea VoteYea VoteYea VoteYea VoteYea KAPOW EarthDay EarthDay EarthDay KAPOW VoteYea VoteYea VoteYea KAPOW KAPOW EarthDay EarthDay EarthDay KAPOW KAPOW VoteYea VoteYea VoteYea KAPOW EarthDay EarthDay EarthDay KAPOW VoteYea VoteYea VoteYea VoteYea VoteYea KAPOW KAPOW KAPOW VoteYea VoteYea VoteYea VoteYea VoteYea VoteYea VoteYea KAPOW VoteYea VoteYea VoteYea', ' moon2PREGARIO moon2PREGARIO moon2PREGARIO moon2PREGARIO moon2PREGARIO moon2PREGARIO moon2PREGARIO moon2PREGARIO moon2PREGARIO moon2PREGARIO moon2PREGARIO moon2PREGARIO moon2PREGARIO moon2PREGARIO moon2PREGARIO moon2PREGARIO moon2PREGARIO moon2PREGARIO moon2PREGARIO moon2PREGARIO moon2PREGARIO moon2PREGARIO', ' evelonNixuyasebe evelonNixuyasebe evelonNixuyasebe evelonNixuyasebe evelonNixuyasebe', ' xqcSkip xqcSkip xqcSkip xqcSkip xqcSkip xqcSkip xqcSkip xqcSkip xqcSkip xqcSkip xqcSkip xqcSkip xqcSkip xqcSkip xqcSkip xqcSkip xqcSkip xqcSkip xqcSkip xqcSkip xqcSkip xqcSkip xqcSkip xqcSkip xqcSkip xqcSkip xqcSkip xqcSkip xqcSkip xqcSkip xqcSkip xqcSkip xqcSkip xqcSkip xqcSkip xqcSkip xqcSkip', ' MrDestructoid', ' LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL LUL', ' NotLikeThis NotLikeThis NotLikeThis NotLikeThis NotLikeThis NotLikeThis NotLikeThis NotLikeThis', ' LUL LUL LUL LUL', ' FortLlama FortLlama FortLlama FortLlama FortLlama FortLlama FortLlama FortLlama FortLlama', ' j3ssiLuv j3ssiLuv j3ssiLuv', ' ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper', ' xqcM xqcM xqcM xqcM xqcM xqcM xqcM xqcM xqcM xqcM xqcM xqcM xqcM xqcM xqcM xqcM xqcM xqcM xqcM xqcM xqcM xqcM xqcM xqcM xqcM xqcM xqcM xqcM xqcM xqcM xqcM xqcM xqcM xqcM xqcM xqcM xqcM xqcM xqcM xqcM xqcM xqcM xqcM xqcM xqcM xqcM xqcM xqcM xqcM xqcM xqcM xqcM xqcM xqcM', ' NotLikeThis NotLikeThis', ' mongaSleeper mongaSleeper mongaSleeper', ' ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper']",
0:48:36,,' ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper'
0:48:37,"[' Inojonpj', ' PogChamp PogChamp PogChamp PogChamp', ' ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper', ' NotLikeThis NotLikeThis NotLikeThis NotLikeThis :( :( :( :( :( :(', ' ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper', ' DxCat DxCat DxCat DxCat DxCat DxCat DxCat DxCat DxCat DxCat DxCat DxCat DxCat DxCat DxCat DxCat DxCat DxCat DxCat DxCat DxCat DxCat DxCat DxCat DxCat DxCat DxCat DxCat DxCat DxCat DxCat DxCat DxCat DxCat DxCat DxCat', ' nhbCheer nhbCheer nhbCheer nhbCheer nhbCheer PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp rub3nPog rub3nPog', ' NotLikeThis NotLikeThis NotLikeThis NotLikeThis NotLikeThis NotLikeThis NotLikeThis NotLikeThis NotLikeThis NotLikeThis NotLikeThis NotLikeThis NotLikeThis NotLikeThis NotLikeThis NotLikeThis NotLikeThis NotLikeThis NotLikeThis NotLikeThis NotLikeThis', ' ResidentSleeper ResidentSleeper ResidentSleeper', ' VoHiYo VoHiYo VoHiYo VoHiYo VoHiYo VoHiYo', ' PogChamp PogChamp PogChamp PogChamp PogChamp', ' ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper', ' Kreygasm Kreygasm Kreygasm Kreygasm Kreygasm Kreygasm Kreygasm']",
0:48:38,"[' ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper', ' PogChamp PogChamp PogChamp PogChamp', ' cmonBruh', ' KappaPride KappaPride KappaPride KappaPride KappaPride KappaPride KappaPride KappaPride KappaPride KappaPride KappaPride KappaPride KappaPride KappaPride KappaPride KappaPride', ' OSFrog OSFrog OSFrog OSFrog OSFrog OSFrog OSFrog OSFrog OSFrog OSFrog OSFrog', ' LUL LUL LUL', ' LUL LUL LUL', ' ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper', ' ruinHYPE ruinHYPE ruinHYPE ruinHYPE ruinHYPE ruinHYPE ruinHYPE ruinHYPE', ' MrDestructoid MrDestructoid MrDestructoid MrDestructoid MrDestructoid MrDestructoid MrDestructoid MrDestructoid MrDestructoid MrDestructoid MrDestructoid MrDestructoid MrDestructoid MrDestructoid MrDestructoid MrDestructoid MrDestructoid MrDestructoid MrDestructoid MrDestructoid MrDestructoid MrDestructoid VoteYea VoteYea VoteYea VoteYea VoteYea VoteYea VoteYea VoteYea VoteYea VoteYea VoteYea VoteYea VoteYea VoteYea VoteYea VoteYea VoteYea VoteYea VoteYea VoteYea VoteYea', ' pierxblLauren pierxblLauren pierxblLauren', ' ph1lFail ph1lFail ph1lFail ph1lFail ph1lFail ph1lFail', ' BCWarrior BCWarrior BCWarrior BCWarrior BCWarrior BCWarrior', ' ninjaFire ninjaFire ninjaFire ninjaFire ninjaFire PogChamp', ' VoteNay VoteNay VoteNay VoteNay VoteNay VoteNay VoteNay VoteNay VoteNay VoteNay VoteNay VoteNay']",
0:48:39,"[' NotLikeThis NotLikeThis NotLikeThis NotLikeThis NotLikeThis NotLikeThis NotLikeThis NotLikeThis NotLikeThis NotLikeThis NotLikeThis', ' HolidayOrnament SingsMic', ' monteDULLI monteDULLI monteDULLI monteDULLI monteDULLI monteDULLI monteDULLI', ' VoteNay', ' CurseLit CurseLit CurseLit CurseLit CurseLit CurseLit CurseLit CurseLit']",
