,t0,t1,t2,t1-t0/t0,t2-t1/t1,t2-t0/t0,average change,average message length
Round_1_W,0.05855589271988,0.061333651164841,0.065894722334957,0.047437726861228,0.074364905455528,0.125330334389817,0.082377655568858,0.061928088739893
Round_1_L,0.052286166992049,0.03714989531166,0.086158883745518,-0.289489028382803,1.31922278710905,0.647833235865593,0.559188998197279,0.058531648683076
Round_2_W,0.058774320019603,0.062574777423834,0.074838647463648,0.06466186938383,0.195987433670714,0.273322216891432,0.177990506648659,0.065395914969028
Round_2_L,0.069750233426704,0.103383626177744,0.055659651593387,0.482197565494644,-0.461620242477345,-0.202014834088324,-0.060479170357009,0.076264503732612
