,index,event,event_code,time,user,message,category,code,diff,group,parts
279,2920,match round two,9,[1:57:49] ,alphabee,sonicnerd you mean leroy jenkins,other,10,1,15,a
280,2921,match round two,9,[1:58:00] ,kiboshkaibutsu,whats her v skill,question,8,1,15,a
281,2922,match round two,9,[1:58:00] ,someguyzero,megatonbeef thats why signed him,other,10,1,15,b
282,2923,match round two,9,[1:58:02] ,rorboy,big black wang,cdesign,4,1,15,b
283,2924,match round two,9,[1:58:02] ,euury,so is that mcdonalds lucia,other,10,1,15,b
284,2925,match round two,9,[1:58:05] ,jar,the only good thing about gg trailer is the stage transitions the game looks exactly like the previous one,game,9,1,15,b
285,2926,match round two,9,[1:58:16] ,horseapples,is infexious the miles morales to daigos peter parker,other,10,1,15,b
286,2927,match round two,9,[1:58:17] ,ghostfromrdstrike,not really,other,10,1,15,b
287,2928,match round two,9,[1:58:25] ,poorygone,euury lmao now i cannot unsee that,other,10,1,15,b
288,2929,match round two,9,[1:58:27] ,ghostfromrdstrike,graphics wise it looks different,other,10,1,15,c
289,2930,match round two,9,[1:58:27] ,metalxoath,kiboshkaibutsu its the triple kick into back hand,caction,3,1,15,c
290,2931,match round two,9,[1:58:29] ,olhaba,looks like the last one someone that hasnt played xrd rev,comment,2,1,15,c
291,2932,match round two,9,[1:58:31] ,horseapples,now that is a year old drunk,comment,2,1,15,c
292,2933,match round two,9,[1:58:32] ,cryojazz,if you dont see the upgrade in graphicsanimation in the new gg you need new eyes,comment,2,1,15,c
293,2934,match round two,9,[1:58:35] ,azurewotan,for someone who complained about honda not being in why arent you playing him,comment,2,1,15,c
294,2966,match round two,9,[2:00:25] ,sshomes,punk got washed by abigail,game,9,32,16,a
295,2967,match round two,9,[2:00:26] ,tigerbloodbeast,metalxoath ohh thanks,other,10,1,16,a
296,2968,match round two,9,[2:00:31] ,poorygone,goldcarats same with tokido,cinfo,5,1,16,a
297,2969,match round two,9,[2:00:34] ,someguyzero,big bird played like a madman though,game,9,1,16,a
298,2970,match round two,9,[2:00:34] ,admiralackbarssnackbar,goldcarats eate by itabash and problem x,other,10,1,16,a
299,2971,match round two,9,[2:00:40] ,curseshadowx,did rising thunder sell well,question,8,1,16,a
300,2972,match round two,9,[2:00:42] ,sshomes,he lost to itazan and problem x using abigail,game,9,1,16,a
301,2973,match round two,9,[2:00:44] ,glovecold,how much are the new characters,question,8,1,16,b
302,2974,match round two,9,[2:00:46] ,noneedmotivation,the character bundle is already up on steam btw,game,9,1,16,b
303,2975,match round two,9,[2:00:47] ,someguyzero,bonchan always shut down the madmen in their tracks,game,9,1,16,b
304,2976,match round two,9,[2:00:54] ,theenygma,i dont follow sfv pro stuff so grand finals i felt like austin powers when he gets unfrozen,game,9,1,16,b
305,2977,match round two,9,[2:00:55] ,ghostfromrdstrike,arslan ash winning tekken was godlike,other,10,1,16,b
306,2978,match round two,9,[2:00:55] ,metalxoath,tigerbloodbeast aye no prob im glad she won i wouldnt be here otherwise lol,other,10,1,16,b
307,2979,match round two,9,[2:00:57] ,cryojazz,gfs was so unga bunga,other,10,1,16,b
308,2980,match round two,9,[2:00:59] ,fedorabattlemaster,who eliminated punk,question,8,1,16,c
309,2981,match round two,9,[2:01:00] ,theenygma,be like who are you people,other,10,1,16,c
310,2982,match round two,9,[2:01:03] ,themegaguy,i saw poongko got blown out in pools,other,10,1,16,c
311,2983,match round two,9,[2:01:03] ,hulkbusterv,most of the top guys got blown up in the top,other,10,1,16,c
312,2984,match round two,9,[2:01:07] ,megatonbeef,stckyrick even the announcers where worried hed fall over,other,10,1,16,c
313,2985,match round two,9,[2:01:13] ,jar,and okubo parrying the snk dude was,other,10,1,16,c
314,2986,match round two,9,[2:01:13] ,ninjavanish,i loved sfv evo this year,game,9,1,16,c
315,3054,match round two,9,[2:03:43] ,ghostfromrdstrike,tekken worst top what top was you watching,other,10,68,17,a
316,3055,match round two,9,[2:03:44] ,kfigueroa,mk is so boring to watch but dragon ball was,other,10,1,17,a
317,3056,match round two,9,[2:03:48] ,someguyzero,evo was done before smash,other,10,1,17,a
318,3057,match round two,9,[2:03:48] ,sshomes,i really dont like the look of blockstrings in mk,other,10,1,17,a
319,3058,match round two,9,[2:03:48] ,darnellplayer,yeah evo is done,game,9,1,17,a
320,3059,match round two,9,[2:03:49] ,cryojazz,who watched smash,question,8,1,17,a
321,3060,match round two,9,[2:03:49] ,themrheadache,nah its donezo,other,10,1,17,a
322,3061,match round two,9,[2:03:52] ,taken,evo is done,game,9,1,17,a
323,3062,match round two,9,[2:03:52] ,battlebrn,evo was over after tekken,other,10,1,17,a
324,3063,match round two,9,[2:03:52] ,azurewotan,no announcements for smash,other,10,1,17,a
325,3064,match round two,9,[2:03:57] ,euury,dbfz was hype as fuck sadly it was on saturday,other,10,1,17,b
326,3065,match round two,9,[2:03:58] ,metalxoath,poor falke the only character left that doesnt function properly,cinfo,5,1,17,b
327,3066,match round two,9,[2:03:59] ,tokenblackdood,k for smash,other,10,1,17,b
328,3067,match round two,9,[2:03:59] ,maxdoem,sup mk needs more grabs,request,1,1,17,b
329,3068,match round two,9,[2:04:02] ,taken,haha xd,goodp,6,1,17,b
330,3069,match round two,9,[2:04:02] ,luvmastahchris,smash was sick,other,10,1,17,b
331,3070,match round two,9,[2:04:04] ,inodmyheadwhenilose,mk was the same tippy top tiers every match it was snooze,other,10,1,17,b
332,3071,match round two,9,[2:04:05] ,sonicnerd,ghostfromrdstrike i know right lol,other,10,1,17,b
333,3072,match round two,9,[2:04:07] ,sshomes,james chen telling people to stay was whack,other,10,1,17,b
334,3073,match round two,9,[2:04:07] ,kfigueroa,smash finals was lit too,other,10,1,17,b
335,3074,match round two,9,[2:04:11] ,azurewotan,smash was such a disappointment,other,10,1,17,c
336,3075,match round two,9,[2:04:12] ,inodmyheadwhenilose,so sick of geras,other,10,1,17,c
337,3076,match round two,9,[2:04:14] ,bobdobbz,dragonball was sick go just broke down into tears,other,10,1,17,c
338,3077,match round two,9,[2:04:15] ,poorygone,smash got the highest views,other,10,1,17,c
339,3078,match round two,9,[2:04:15] ,someguyzero,the bald guy already gave the postgame speech smash was just like aftershow,other,10,1,17,c
340,3079,match round two,9,[2:04:16] ,serow,kof top was quite exciting especially when et used clark,other,10,1,17,c
341,3080,match round two,9,[2:04:17] ,nightmarejames,tekken top was an arslan ash combo video,other,10,1,17,c
342,3081,match round two,9,[2:04:17] ,ghostfromrdstrike,yeah evo ended hours ago tekken gf,other,10,1,17,c
343,3082,match round two,9,[2:04:20] ,squalladv,mk,other,10,1,17,c
344,3127,match round two,9,[2:05:40] ,freakyyyy,ahha,other,10,45,18,a
345,3128,match round two,9,[2:05:42] ,kfigueroa,tekken too,other,10,1,18,a
346,3129,match round two,9,[2:05:45] ,tdarkwl,she stubby,cdesign,4,1,18,a
347,3130,match round two,9,[2:05:46] ,nevernude,bingbingwahoo i feel the same way,other,10,1,18,a
348,3131,match round two,9,[2:05:47] ,nightmarejames,are we allowed to mention infiltration in here,other,10,1,18,a
349,3132,match round two,9,[2:05:48] ,laughswithknives,mk is balanced cuz everyone can mash d into corner kb combo,other,10,1,18,a
350,3133,match round two,9,[2:05:51] ,battlebrn,only reason the tekken final was any good was because of knee,other,10,1,18,a
351,3134,match round two,9,[2:05:55] ,cryojazz,fighterz was sleeper outside of winner finals and grand finals,other,10,1,18,a
352,3135,match round two,9,[2:05:58] ,kfigueroa,mk is just not hype like mkx,other,10,1,18,b
353,3136,match round two,9,[2:06:03] ,empcannedpasta,so whats lookin optimal after ex run charge,other,10,1,18,b
354,3137,match round two,9,[2:06:05] ,ssjsoujiro,yuck,badp,7,1,18,b
355,3138,match round two,9,[2:06:12] ,serow,samsho top was maybe genjuro lol,other,10,1,18,b
356,3139,match round two,9,[2:06:14] ,drarkain,eltaninz for me to mainly because the guy that won had no emotions,other,10,1,18,b
357,3140,match round two,9,[2:06:17] ,renevbz,honda v trigger is so funny lmfao,other,10,1,18,b
358,3141,match round two,9,[2:06:17] ,lxgreed,mk has always been boring never was hype,other,10,1,18,b
359,3142,match round two,9,[2:06:19] ,glovecold,lol,goodp,6,1,18,b
360,3143,match round two,9,[2:06:19] ,rorboy,mk needs to make so many variation moves just regular ones,other,10,1,18,c
361,3144,match round two,9,[2:06:21] ,someguyzero,mk dead game by end of the year,other,10,1,18,c
362,3145,match round two,9,[2:06:23] ,jar,ghostfromrdstrike hi dude,other,10,1,18,c
363,3146,match round two,9,[2:06:23] ,ssjsoujiro,pick them top tiers to win so cant really hate,other,10,1,18,c
364,3147,match round two,9,[2:06:24] ,swiftruina,like of the cast was not used,other,10,1,18,c
365,3148,match round two,9,[2:06:29] ,realtier,euury i was literally in the chat it well passed k mainly during winners finals,other,10,1,18,c
366,3149,match round two,9,[2:06:32] ,thatjapanesedude,poison is pretty fun,cinfo,5,1,18,c
367,3150,match round two,9,[2:06:41] ,poorygone,smash is really not sponsored by nintendo they already have nintendo direct for announcement,other,10,1,18,c
368,3245,match round two,9,[2:10:03] ,kiboshkaibutsu,can you slide v trig activate,request,1,95,19,a
369,3246,match round two,9,[2:10:04] ,glovecold,it shouldve been rose over poison,request,1,1,19,a
370,3247,match round two,9,[2:10:09] ,mrlawyer,ustinodj facts,other,10,1,19,a
371,3248,match round two,9,[2:10:10] ,aitcho,so how did you like her so far vesp i know thats a faq but i just got here,question,8,1,19,a
372,3249,match round two,9,[2:10:11] ,ghostfromrdstrike,doodcap doodbutt,other,10,1,19,a
373,3250,match round two,9,[2:10:18] ,rorboy,should have been roxy,request,1,1,19,a
374,3251,match round two,9,[2:10:23] ,hulkbusterv,dude just wants spidey swing man,other,10,1,19,a
375,3252,match round two,9,[2:10:23] ,bobdobbz,you can hit her before she gets there otherwise its real,cinfo,5,1,19,b
376,3253,match round two,9,[2:10:24] ,paulowebtv,wow i found poison actually pretty difficult to play,cinfo,5,1,19,b
377,3254,match round two,9,[2:10:26] ,azurewotan,capcommenatqq,other,10,1,19,b
378,3255,match round two,9,[2:10:26] ,cryojazz,glovecold rose over lucia easy,request,1,1,19,b
379,3256,match round two,9,[2:10:27] ,legnowe,think you can jab during the swing they showed that in the showcase,request,1,1,19,b
380,3257,match round two,9,[2:10:28] ,metalxoath,how poison was chosen over makoto i will never understand,cinfo,5,1,19,b
381,3258,match round two,9,[2:10:31] ,squalladv,roxy confirmed,cinfo,5,1,19,b
382,3259,match round two,9,[2:10:34] ,kfigueroa,does anyone here own a hitbox i have a question,question,8,1,19,c
383,3260,match round two,9,[2:10:34] ,thatjapanesedude,hiiiiiiiii,other,10,1,19,c
384,3261,match round two,9,[2:10:39] ,solideva,poison looks worse in the trailer than in game its weird almost like they used an old not as polished model,cdesign,4,1,19,c
385,3262,match round two,9,[2:10:43] ,bobdobbz,i do,other,10,1,19,c
386,3263,match round two,9,[2:10:44] ,inodmyheadwhenilose,makoto fans mad,other,10,1,19,c
387,3264,match round two,9,[2:10:45] ,roninwoof,is poison the only trans character in fighting games,question,8,1,19,c
388,3335,match round two,9,[2:13:43] ,bobdobbz,kfigueroa yea,goodp,6,71,20,a
389,3336,match round two,9,[2:13:43] ,ssjsoujiro,that air target combo tho,goodp,6,1,20,a
390,3337,match round two,9,[2:13:54] ,megatonbeef,ghostfromrdstrike akuma isnt trash,cinfo,5,1,20,a
391,3338,match round two,9,[2:13:54] ,kristoffers,im diggin this stage,goodp,6,1,20,a
392,3339,match round two,9,[2:13:59] ,kfigueroa,do you like it bobdobbz,question,8,1,20,a
393,3340,match round two,9,[2:14:00] ,metalxoath,horseapples right people cry for him because original but then no one is gonna use him lol,game,9,1,20,a
394,3341,match round two,9,[2:14:01] ,morfeyas,is honda out yet,question,8,1,20,b
395,3342,match round two,9,[2:14:04] ,laverde,she reminds me too much of sakura in some ways,cdesign,4,1,20,b
396,3343,match round two,9,[2:14:12] ,glovecold,lucia might be our last new character should be oro guy makoto rose left,cinfo,5,1,20,b
397,3344,match round two,9,[2:14:14] ,shadowdragon,so juris move but better ouch,cinfo,5,1,20,b
398,3345,match round two,9,[2:14:16] ,squalladv,i think theres a lot of honda fans out there,cinfo,5,1,20,b
399,3346,match round two,9,[2:14:21] ,ghostfromrdstrike,megatonbeef i see what you did there reoboon,other,10,1,20,b
400,3347,match round two,9,[2:14:24] ,glovecold,and c viper,cinfo,5,1,20,c
401,3348,match round two,9,[2:14:25] ,metalxoath,yamsandjams juri can kick fireballs with her charges,caction,3,1,20,c
402,3349,match round two,9,[2:14:32] ,morfeyas,is honda out someone tell me,question,8,1,20,c
403,3350,match round two,9,[2:14:35] ,solideva,fchamp was saying lucia top tier,cinfo,5,1,20,c
404,3351,match round two,9,[2:14:35] ,gyari,lucia is awesome,cdesign,4,1,20,c
405,3352,match round two,9,[2:14:38] ,bukazero,i started playing after last evo and getting my head caved in by g smurfs for days,other,10,1,20,c
406,3427,match round two,9,[2:18:00] ,bgamr,honda look like he can go up against ibuki and karin maybe rashid if honda player was at his highest level,cinfo,5,75,21,a
407,3428,match round two,9,[2:18:02] ,gyari,guerillablak yes on pc,game,9,1,21,a
408,3429,match round two,9,[2:18:02] ,poorygone,that fireball is od,goodp,6,1,21,a
409,3430,match round two,9,[2:18:04] ,realtier,atprtsd atprtsd,other,10,1,21,a
410,3431,match round two,9,[2:18:06] ,tokenblackdood,fuck that fireball lol,goodp,6,1,21,a
411,3432,match round two,9,[2:18:12] ,dwtdcrow,ultimate troll move,caction,3,1,21,a
412,3433,match round two,9,[2:18:13] ,aitcho,she might be op af how easy is she to use,question,8,1,21,a
413,3434,match round two,9,[2:18:14] ,ghostfromrdstrike,supremecoy there are characters that counter zoning heavy,game,9,1,21,b
414,3435,match round two,9,[2:18:24] ,countmeowingtonn,look away police brutality,game,9,1,21,b
415,3436,match round two,9,[2:18:24] ,gyari,will win capcom cup with that fireball,game,9,1,21,b
416,3437,match round two,9,[2:18:26] ,megatonbeef,afroshouji hes an illegal gun seller in the movie,game,9,1,21,b
417,3438,match round two,9,[2:18:27] ,ghostfromrdstrike,a solid amount actually,other,10,1,21,b
418,3439,match round two,9,[2:18:29] ,laverde,gyari fuuuuu,other,10,1,21,b
419,3440,match round two,9,[2:18:29] ,glovecold,its pretty cool those fireballs can bounce lol,caction,3,1,21,b
420,3441,match round two,9,[2:18:32] ,anon,yes,goodp,6,1,21,c
421,3442,match round two,9,[2:18:32] ,kiboshkaibutsu,use fireball on the beach map extra confusion,request,1,1,21,c
422,3443,match round two,9,[2:18:34] ,aitcho,i knew shed be a glass cannon,cinfo,5,1,21,c
423,3444,match round two,9,[2:18:34] ,zombiesmyleg,the fireball bounces what is this mario,caction,3,1,21,c
424,3445,match round two,9,[2:18:36] ,countmeowingtonn,hes homeless leave him alone,game,9,1,21,c
425,3446,match round two,9,[2:18:36] ,jejune,u can,other,10,1,21,c
426,3477,match round two,9,[2:20:11] ,jay,this is the definition of police brutality,game,9,31,22,a
427,3478,match round two,9,[2:20:13] ,predacn,damuffinman abigailgodchickenfkr doodbro,other,10,1,22,a
428,3479,match round two,9,[2:20:22] ,moobot,has been streaming for h m,other,10,1,22,a
429,3480,match round two,9,[2:20:22] ,jdthegiraffe,uptime,other,10,1,22,b
430,3481,match round two,9,[2:20:23] ,mrlawyer,her fireball is kinda bad pro players will react to that shit easily,cinfo,5,1,22,b
431,3482,match round two,9,[2:20:23] ,rashidoo,that run is ken run on steroids,caction,3,1,22,b
432,3483,match round two,9,[2:20:24] ,darnellplayer,i feel too many people hate zoning as it is a different playstyle,game,9,1,22,c
433,3484,match round two,9,[2:20:27] ,liddough,i just realized isnt streaming in the graveyard hours,game,9,1,22,c
434,3485,match round two,9,[2:20:38] ,abigailgodchickenfkr,ghostfromrdstrike shotocheeks,other,10,1,22,c
435,3542,match round two,9,[2:23:01] ,predacn,whens eagle,question,8,57,23,a
436,3543,match round two,9,[2:23:01] ,poorygone,leaked charcters battle,game,9,1,23,a
437,3544,match round two,9,[2:23:09] ,darnellplayer,ryu and ken i feel get nerfed for no reason and no fault of their own or the players that like them,cinfo,5,1,23,a
438,3545,match round two,9,[2:23:15] ,megatonbeef,kristoffers kyle travers,other,10,1,23,a
439,3546,match round two,9,[2:23:17] ,ghostfromrdstrike,never give steam your trailer before dropping it reoboon,other,10,1,23,a
440,3547,match round two,9,[2:23:31] ,1,i hope we get violent ken at some point,request,1,1,23,b
441,3548,match round two,9,[2:23:42] ,abigailgodchickenfkr,poorygone character for what game,other,10,1,23,b
442,3549,match round two,9,[2:23:42] ,damuffinman,violent ken would be cool,cdesign,4,1,23,b
443,3550,match round two,9,[2:23:43] ,kirb,megatonbeef not cool i bought the new dlc character but i cant even see them on select screen,game,9,1,23,b
444,3551,match round two,9,[2:23:45] ,damuffinman,or oni,cinfo,5,1,23,b
445,3552,match round two,9,[2:23:46] ,ssjsoujiro,no thats kage goldcarats,cinfo,5,1,23,c
446,3553,match round two,9,[2:23:54] ,xraiin,any reason for not using mk dp in combo,question,8,1,23,c
447,3554,match round two,9,[2:23:59] ,jimmylee,evil ryu,cdesign,4,1,23,c
448,3555,match round two,9,[2:23:59] ,skullkiid,i thought you said this character was whack,cdesign,4,1,23,c
449,3577,match round two,9,[2:25:36] ,kirb,megatonbeef i have and have restarted pc i even redownloaded the game,game,9,22,24,a
450,3578,match round two,9,[2:25:38] ,euury,mcdonalds color best color,cdesign,4,1,24,a
451,3579,match round two,9,[2:25:43] ,poorygone,they should never do day release ever again,game,9,1,24,b
452,3580,match round two,9,[2:25:46] ,shouxiao,majin,other,10,1,24,b
453,3581,match round two,9,[2:25:53] ,tw,does kage still get pooped on,question,8,1,24,c
454,3582,match round two,9,[2:25:55] ,sidebysidefgc,what,goodp,6,1,24,c
455,3583,match round two,9,[2:25:56] ,squalladv,lucia is a shoto right kind of,cinfo,5,1,24,c
456,3671,match round two,9,[2:28:58] ,miketales,well now we know,other,10,88,25,a
457,3672,match round two,9,[2:29:07] ,roninwoof,eminem light,other,10,1,25,a
458,3673,match round two,9,[2:29:15] ,topgunlt,sacrificed to spread the knowledge,other,10,1,25,a
459,3674,match round two,9,[2:29:20] ,illspirations,roninwoof moms spaghetti,other,10,1,25,a
460,3675,match round two,9,[2:29:21] ,naoeshigen,lol thats a great cfn name for lucia,other,10,1,25,b
461,3676,match round two,9,[2:29:22] ,glovecold,ed is just meh all around,other,10,1,25,b
462,3677,match round two,9,[2:29:31] ,1,how do you feel about her vtriggers,question,8,1,25,b
463,3678,match round two,9,[2:29:34] ,roninwoof,lol,goodp,6,1,25,b
464,3679,match round two,9,[2:29:40] ,vuvu,cammy hp is kinda beast though as well as her cr hp squalladv,other,10,1,25,c
465,3680,match round two,9,[2:29:42] ,nahmn,hey have you tried honda yet,question,8,1,25,c
466,3681,match round two,9,[2:29:43] ,sidebysidefgc,whats lucys activate button,question,8,1,25,c
467,3682,match round two,9,[2:29:48] ,nahuelpv,psycho womper,other,10,1,25,c
468,3683,match round two,9,[2:29:49] ,nurselee,why cant ed have an overhead,question,8,1,25,c
469,3750,match round two,9,[2:32:30] ,bukazero,confirmed free,other,10,67,26,a
470,3751,match round two,9,[2:32:31] ,nahmn,hahahaha,badp,7,1,26,a
471,3752,match round two,9,[2:32:33] ,countmeowingtonn,the bully is defeated,badp,7,1,26,a
472,3753,match round two,9,[2:32:37] ,alphardegw,this ed exposed,badp,7,1,26,a
473,3754,match round two,9,[2:32:40] ,damuffinman,doodbigbrain doodbigbrain doodbigbrain doodbigbrain tombraid tombraid,other,10,1,26,a
474,3755,match round two,9,[2:32:41] ,vampirekoala,free serioussloth,other,10,1,26,a
475,3756,match round two,9,[2:32:42] ,tw,not like this,badp,7,1,26,b
476,3757,match round two,9,[2:32:48] ,vuvu,diamond rank eds arnt real,other,10,1,26,b
477,3758,match round two,9,[2:32:50] ,sidebysidefgc,her throw does no damage d,caction,3,1,26,b
478,3759,match round two,9,[2:32:51] ,bigtymer,so is loving lucia,cinfo,5,1,26,b
479,3760,match round two,9,[2:32:53] ,rashidoo,laggerg eat your heart out sobayed,other,10,1,26,b
480,3761,match round two,9,[2:32:54] ,xraiin,t h i c c g a n g,other,10,1,26,b
481,3762,match round two,9,[2:33:05] ,lemmegetanumber,ive fought this ed i lost,comment,2,1,26,c
482,3763,match round two,9,[2:33:06] ,bgamr,bigbraincombo,other,10,1,26,c
483,3764,match round two,9,[2:33:08] ,squalladv,theres a myth that says theres a master ed,game,9,1,26,c
484,3765,match round two,9,[2:33:10] ,jimmylee,ed still aging btw,game,9,1,26,c
485,3766,match round two,9,[2:33:11] ,supremecoy,please,request,1,1,26,c
486,3767,match round two,9,[2:33:13] ,aitcho,look like marios fireball,cdesign,4,1,26,c
487,3804,match round two,9,[2:35:52] ,megatonbeef,cxmperr no just update,other,10,37,27,a
488,3805,match round two,9,[2:35:56] ,skohlswet,iforgot this song existed,other,10,1,27,b
489,3806,match round two,9,[2:36:26] ,mexicanlew,i know i probally only own cause the lag mate lol ustinodj,other,10,1,27,c
490,3859,match round two,9,[2:39:25] ,squalladv,normally i like the jp voices but shes a us char af,cdesign,4,53,28,a
491,3860,match round two,9,[2:39:26] ,beatsbynoelbrown,honda got some hugo seasonin with that meat squasher vt,caction,3,1,28,a
492,3861,match round two,9,[2:39:30] ,someguyzero,corner carry confirmed,game,9,1,28,a
493,3862,match round two,9,[2:39:37] ,aitcho,whoa,goodp,6,1,28,b
494,3863,match round two,9,[2:39:39] ,themegamansam,the honda takes no prisoners,caction,3,1,28,b
495,3864,match round two,9,[2:39:42] ,countmeowingtonn,i think his fastest move is frames,caction,3,1,28,b
496,3865,match round two,9,[2:39:49] ,nahuelpv,so her dp is a tatsu the world is upside down,cinfo,5,1,28,c
497,3866,match round two,9,[2:40:03] ,godfist,nahuelpv thats kinda what cody has,cinfo,5,1,28,c
498,3867,match round two,9,[2:40:10] ,predacn,honda will be a whiff punishing nightmare,cinfo,5,1,28,c
499,3916,match round two,9,[2:43:23] ,cheeapone,nurselee oh cool thanks,other,10,49,29,a
500,3917,match round two,9,[2:43:24] ,ninjavanish,the throw one,caction,3,1,29,a
501,3918,match round two,9,[2:43:29] ,swiftruina,i swear he says fuck you up,cdesign,4,1,29,a
502,3919,match round two,9,[2:43:29] ,sidebysidefgc,this dude doesnt do crossup butt,comment,2,1,29,a
503,3920,match round two,9,[2:43:30] ,admiralackbarssnackbar,nah i ould daio using lucia though,other,10,1,29,a
504,3921,match round two,9,[2:43:34] ,nurselee,cheeapone np man,other,10,1,29,b
505,3922,match round two,9,[2:43:34] ,ustinodj,mexicanlew ggs lemme try to fix the lag send me another inv,other,10,1,29,b
506,3923,match round two,9,[2:43:34] ,poorygone,will win capcup,game,9,1,29,b
507,3924,match round two,9,[2:43:39] ,mexicanlew,good games ustinodj,goodp,6,1,29,b
508,3925,match round two,9,[2:43:39] ,sweetjptv,throw is cool but i cant find a way to confirm into super,caction,3,1,29,b
509,3926,match round two,9,[2:43:41] ,mexicanlew,ok,goodp,6,1,29,c
510,3927,match round two,9,[2:43:44] ,nahuelpv,i remember saying once that he might play honda if he was good,comment,2,1,29,c
511,3928,match round two,9,[2:43:49] ,autobotcj,it sounds mkre like pump you up,comment,2,1,29,c
512,3929,match round two,9,[2:43:53] ,sidebysidefgc,thats a cute overhead,caction,3,1,29,c
513,3976,match round two,9,[2:46:27] ,laverde,not on psn,other,10,47,30,a
514,3977,match round two,9,[2:46:31] ,nahuelpv,zeku vt the ultimate vt,other,10,1,30,a
515,3978,match round two,9,[2:46:32] ,laverde,apparently,other,10,1,30,a
516,3979,match round two,9,[2:46:36] ,jonniecallan,whens honda,question,8,1,30,a
517,3980,match round two,9,[2:46:37] ,nurselee,zeku and g i would say,other,10,1,30,a
518,3981,match round two,9,[2:46:40] ,laverde,ive been waiting lol,comment,2,1,30,b
519,3982,match round two,9,[2:46:49] ,sidebysidefgc,no one actually likes it,other,10,1,30,b
520,3983,match round two,9,[2:46:55] ,mexicanlew,does it feel better your side ustinodj,question,8,1,30,b
521,3984,match round two,9,[2:47:06] ,shinyakimura,hows lucia so far from what ive seen so far at least honda looks like he might be competitive,question,8,1,30,b
522,3985,match round two,9,[2:47:11] ,ilikeeverything,do you think well get a balance patch,question,8,1,30,b
523,3986,match round two,9,[2:47:14] ,alexiidx,wtf playing lucia,cinfo,5,1,30,c
524,3987,match round two,9,[2:47:15] ,nahuelpv,hespect,other,10,1,30,c
525,3988,match round two,9,[2:47:18] ,koomikss,whats day verdict on lucia,question,8,1,30,c
526,3989,match round two,9,[2:47:23] ,gameart,where i cant find on steam i think im dumb,question,8,1,30,c
527,4058,match round two,9,[2:51:00] ,rashidoo,when is goku coming to dbfz,question,8,69,31,a
528,4059,match round two,9,[2:51:04] ,roninwoof,arent there a billion final fight characters in this already we need some more sf characters,game,9,1,31,a
529,4060,match round two,9,[2:51:06] ,sacredsilence,sidebysidefgc unless i cave and buy lucia,comment,2,1,31,a
530,4061,match round two,9,[2:51:13] ,someguyzero,go a happy man,other,10,1,31,b
531,4062,match round two,9,[2:51:20] ,darnellplayer,i was happy for momochi top with ken mostly i said ken needs some respect on his name,other,10,1,31,b
532,4063,match round two,9,[2:51:20] ,1,i wish janemba had the hit on gogetas forhead before he got decimated,other,10,1,31,b
533,4064,match round two,9,[2:51:22] ,poorygone,goku with a halo next dlc,other,10,1,31,c
534,4065,match round two,9,[2:51:25] ,aitcho,wtf,badp,7,1,31,c
535,4296,match round two,9,[3:00:26] ,sidebysidefgc,and now returning to your regularly scheduled bronze hunting,game,9,231,32,a
536,4297,match round two,9,[3:00:26] ,azurewotan,at least it isnt season,other,10,1,32,a
537,4298,match round two,9,[3:00:26] ,afroshouji,canon fight,request,1,1,32,b
538,4299,match round two,9,[3:00:27] ,ghostfromrdstrike,damn i gotta buy honda lucia and janemba,game,9,1,32,b
539,4300,match round two,9,[3:00:29] ,countmeowingtonn,oh boy cant wait for makoto,comment,2,1,32,c
540,4301,match round two,9,[3:00:34] ,freakyyyy,charge character and capcom logic sooo,game,9,1,32,c
541,4382,match round two,9,[3:06:22] ,beatsbynoelbrown,dat makoto scream,cdesign,4,81,33,a
542,4383,match round two,9,[3:06:22] ,laverde,green monstah,other,10,1,33,a
543,4384,match round two,9,[3:06:25] ,johow,i think in the video they released today,other,10,1,33,a
544,4385,match round two,9,[3:06:25] ,freakyyyy,nooooohoh,badp,7,1,33,a
545,4386,match round two,9,[3:06:27] ,dangalfthekrey,its eitehr bostonian accent or like some sort of new york accent,cdesign,4,1,33,a
546,4387,match round two,9,[3:06:30] ,damuffinman,def not ny we decline,cdesign,4,1,33,b
547,4388,match round two,9,[3:06:30] ,starkronin,god poison looks horrible lol,cdesign,4,1,33,b
548,4389,match round two,9,[3:06:32] ,roninwoof,im from boston its not boston def some sort of nyjersey accent,cdesign,4,1,33,b
549,4390,match round two,9,[3:06:33] ,sidebysidefgc,this theme is too funky,cdesign,4,1,33,b
550,4391,match round two,9,[3:06:34] ,laverde,pak tha ka in tha yad,other,10,1,33,b
551,4392,match round two,9,[3:06:38] ,icexvader,she folded,caction,3,1,33,c
552,4393,match round two,9,[3:06:40] ,tw,poison is some type of cancer,cinfo,5,1,33,c
553,4394,match round two,9,[3:06:42] ,ghostfromrdstrike,damuffinman,other,10,1,33,c
554,4395,match round two,9,[3:06:43] ,themrheadache,is f throw into shk a consistent cc,caction,3,1,33,c
555,4396,match round two,9,[3:06:54] ,damuffinman,im from brooklyn thats not brooklyn,cdesign,4,1,33,c
556,4429,match round two,9,[3:08:26] ,lionheartrawr,johow that i dont know i mean maybe,other,10,33,34,a
557,4430,match round two,9,[3:08:27] ,themrheadache,no one tell that poison that the vskill goes through projectiles,cinfo,5,1,34,a
558,4431,match round two,9,[3:08:28] ,bobdobbz,jersey accent for shure,cdesign,4,1,34,a
