index,event,event_code,time,user,message,category,code,diff
5041,match round one,8,[3:50:19] ,mantikorew,wait did we get raided by that one samsho player,other,10,48
5042,match round one,8,[3:50:24] ,alexiidx,thank god bonchan wonrashid was a mistake,other,10,1
5043,match round one,8,[3:50:38] ,panik,bonchan really deserved it,other,10,1
5044,match round one,8,[3:50:40] ,chickencurryrice,rather karin win than rashit,request,1,1
5070,match round one,8,[3:52:31] ,joiztik,lucia is great,cdesign,4,26
5071,match round one,8,[3:52:36] ,jlocke,cup of coffe,other,10,1
5072,match round one,8,[3:52:39] ,zyxwhitewind,it means this,other,10,1
5073,match round one,8,[3:52:41] ,machriphi,stevenaitsover read it out loud,other,10,1
5074,match round one,8,[3:52:42] ,renpool,cop o coffee,other,10,1
5075,match round one,8,[3:52:43] ,shaboogen,she is definitely not butt,cdesign,4,1
5076,match round one,8,[3:52:45] ,joiztik,kupacovfefe,other,10,1
5077,match round one,8,[3:52:46] ,raics,its fine the rustier you are the more hollywood your stream is,other,10,1
5078,match round one,8,[3:52:46] ,jlocke,with an accent,cdesign,4,1
5079,match round one,8,[3:52:57] ,stevenaitsover,kupa coffee,other,10,1
5080,match round one,8,[3:52:58] ,stabsam,i really wonder if will try him,comment,2,1
5081,match round one,8,[3:53:08] ,faithinfaterestored,this theme is sick,game,9,1
5082,match round one,8,[3:53:11] ,donutz,her accent too thicc to be low tier,cdesign,4,1
5083,match round one,8,[3:53:25] ,renpool,rashid is crazy and rushdown not everyone is a fan of his unpredictable antics,cinfo,5,1
5143,match round one,8,[3:57:17] ,youknow,ex run stop is frames safer,request,1,60
5144,match round one,8,[3:57:23] ,blacque,lucias idle animation gives me the anxiety,cdesign,4,1
5145,match round one,8,[3:57:37] ,kingofrogs,kirb you are lucky,other,10,1
5146,match round one,8,[3:57:44] ,guttermagic,oh wow,goodp,6,1
5147,match round one,8,[3:57:49] ,carparkc,evoperfect,goodp,6,1
5148,match round one,8,[3:57:50] ,guttermagic,first time seeing her just now,goodp,6,1
5172,match round one,8,[3:59:02] ,rashidoo,that move is such cancer lmao,caction,3,24
5173,match round one,8,[3:59:07] ,forticon,clptpy each fm each or for the pack of,other,10,1
5174,match round one,8,[3:59:09] ,devsf,is chris t gona pick her up,question,8,1
5175,match round one,8,[3:59:15] ,ustinodj,i have a theory,other,10,1
5176,match round one,8,[3:59:16] ,clptpy,lol,goodp,6,1
5177,match round one,8,[3:59:16] ,rashidoo,these medium pokes feel really good,game,9,1
5178,match round one,8,[3:59:18] ,shaboogen,if she doesnt have oki end combos with the vskill,request,1,1
5179,match round one,8,[3:59:21] ,darnellplayer,capcom hates ken and anything like him so expect her to be smacked with the nerfs,game,9,1
5180,match round one,8,[3:59:23] ,ustinodj,aw fuk i crashed one sec,other,10,1
5181,match round one,8,[3:59:28] ,youknow,shoulder is safe on block when spaced well too,request,1,1
5182,match round one,8,[3:59:32] ,ustinodj,i think i know hondas weakness tho,cinfo,5,1
5183,match round one,8,[3:59:32] ,stevenaitsover,i think strong characters like this is healthy for the gtame,cinfo,5,1
5184,match round one,8,[3:59:33] ,rashidoo,alt tabbin,other,10,1
5185,match round one,8,[3:59:36] ,kingofrogs,ok i see now she is a mix of karin and ken,cinfo,5,1
5186,match round one,8,[3:59:41] ,ustinodj,maybe,other,10,1
5187,match round one,8,[3:59:42] ,fisticuffsclub,all you have to do against her is block probably not gonna happen in silver or gold,request,1,1
5188,match round one,8,[3:59:48] ,llesor,oh nooo,badp,7,1
5189,match round one,8,[3:59:53] ,rashidoo,gorillas have no weakness they are the apex alpha,game,9,1
5190,match round one,8,[3:59:53] ,kingofrogs,she can cancel into shoulder or just a run,request,1,1
5381,match round one,8,[4:14:06] ,yunggrasshopper,but not easily punishable,cinfo,5,191
5382,match round one,8,[4:14:06] ,easxl,ikarithewarrior nope,other,10,1
5383,match round one,8,[4:14:13] ,muenshter,theyve only ever had free trial with sakura for arcade edition,game,9,1
5384,match round one,8,[4:14:26] ,mofaseni,ok thx let me guess they dollars a piece muenshter,other,10,1
5385,match round one,8,[4:14:27] ,panik,that honda outfit is sick,cdesign,4,1
5386,match round one,8,[4:14:28] ,1,frame data out cool,request,1,1
5387,match round one,8,[4:14:28] ,zyxwhitewind,s characters are free atm,game,9,1
5388,match round one,8,[4:14:46] ,ikarithewarrior,what the update is about so,question,8,1
5435,match round one,8,[4:18:34] ,machriphi,thehonorableryu final fight dog,game,9,47
5436,match round one,8,[4:18:36] ,metalxoath,lucia can ex dp akumas fireball,caction,3,1
5437,match round one,8,[4:18:38] ,mantiskilla,thehonorableryu im sure quite a few people did i still have my ff snes cart somewhere packed away from when i was younger,game,9,1
5438,match round one,8,[4:18:42] ,joiztik,hard part about poison is the whip cancel,caction,3,1
5439,match round one,8,[4:18:47] ,yunggrasshopper,not on ps tho,game,9,1
5440,match round one,8,[4:18:48] ,infectedjazz,i bought the bundle on ps eu tho so maybe not in us,game,9,1
5441,match round one,8,[4:18:48] ,mikaigamer,poison is a better falke,cinfo,5,1
5442,match round one,8,[4:18:52] ,wutevadude,right,other,10,1
5443,match round one,8,[4:18:55] ,bloodtidesgm,poison has this crappy animation cancel with one of her moves thats kind of a pain in the ass,cdesign,4,1
5444,match round one,8,[4:18:56] ,llesor,yeah the whip cancel hurts my hands,caction,3,1
5445,match round one,8,[4:19:01] ,machriphi,poison doesnt really play anything like falke,caction,3,1
5446,match round one,8,[4:19:10] ,mikaigamer,she does,other,10,1
5447,match round one,8,[4:19:12] ,vzu,joiztik how is it hard you press a kick,caction,3,1
5448,match round one,8,[4:19:18] ,mikaigamer,and she has that stupid thing like her too,cinfo,5,1
5449,match round one,8,[4:19:26] ,llesor,shes a lot more closer to menat than falke,cinfo,5,1
5450,match round one,8,[4:19:30] ,llesor,or dhalsim,other,10,1
5471,match round one,8,[4:20:59] ,stickykilkenny,hi,other,10,21
5472,match round one,8,[4:21:09] ,stickykilkenny,so how do you think of lucia so far,question,8,1
5473,match round one,8,[4:21:27] ,retrosense,female cody or rashid,cinfo,5,1
5511,match round one,8,[4:24:13] ,thatlnsomniaczack,damuffinman my hand doodinjury,other,10,38
5512,match round one,8,[4:24:20] ,machriphi,shajita okay thanks,other,10,1
5513,match round one,8,[4:24:22] ,ustinodj,poison has the falke issue where all of her combo starters are stuby,cinfo,5,1
5514,match round one,8,[4:24:25] ,rashidoo,ima mash it like that one kid mashing the stick gif,other,10,1
5515,match round one,8,[4:24:26] ,metalxoath,does anyone know if the costume code works for any of lucias costumes,question,8,1
5516,match round one,8,[4:24:29] ,mantiskilla,lucia vt is definitely better imo but man vt can do some dmg,cinfo,5,1
5517,match round one,8,[4:24:30] ,rashidoo,yeah it seems so,other,10,1
5518,match round one,8,[4:24:32] ,damuffinman,thatlnsomniaczack thats how i felt yesterday after not playing for weeks,other,10,1
5519,match round one,8,[4:24:38] ,llesor,metalxoath yeah nostalgia and summer,other,10,1
5520,match round one,8,[4:24:45] ,mantiskilla,yeah for her nostalgia ff costume she can have jacket off,other,10,1
5521,match round one,8,[4:24:46] ,thewaifuwarrior,does her fireball disappear if she is hit,question,8,1
5522,match round one,8,[4:24:47] ,mikaigamer,anyone,other,10,1
5534,match round one,8,[4:25:59] ,machriphi,thatlnsomniaczack i dont get why people say its so hard you just press k to cancel it,cinfo,5,12
5535,match round one,8,[4:26:03] ,llesor,just play matches i guess,request,1,1
5536,match round one,8,[4:26:14] ,llesor,and hopefully youll get out of the softban,other,10,1
5537,match round one,8,[4:26:28] ,rashidoo,armor fucks poison up,cdesign,4,1
5538,match round one,8,[4:26:28] ,llesor,pretty sure you can only play against other rqers,game,9,1
5539,match round one,8,[4:26:30] ,admiralackbarssnackbar,they should have called her baton vtrigger police brutality,request,1,1
5540,match round one,8,[4:26:32] ,thatlnsomniaczack,machriphi and you have to hit confirm afterwards,request,1,1
5582,match round one,8,[4:31:50] ,empgeneraltsochicken,who knows when sf and mvc are coming out,question,8,42
5583,match round one,8,[4:31:50] ,moobot,join the arcade discord at httpsdiscordggesjxkm,other,10,1
5584,match round one,8,[4:31:55] ,cjgrayson,startup,other,10,1
5585,match round one,8,[4:31:56] ,alcampy,it stuns and dhp run is a perfect meaty setup making shoulder yes its d not b my bad,caction,3,1
5767,match round one,8,[4:45:30] ,shajita,euboy here cet,other,10,182
5768,match round one,8,[4:45:31] ,jameal,i am originally from eu but live in hk,other,10,1
5769,match round one,8,[4:45:31] ,besmirt,its am here in eu,other,10,1
5770,match round one,8,[4:45:32] ,easxl,am east coast,other,10,1
5771,match round one,8,[4:45:36] ,jameal,mad protests out here atm,other,10,1
5772,match round one,8,[4:45:38] ,varodor,good morning,other,10,1
5773,match round one,8,[4:45:38] ,exgleipnir,this blanka has no idea whats going on,other,10,1
5774,match round one,8,[4:45:41] ,mrkr,eu grill,other,10,1
5775,match round one,8,[4:45:43] ,thatlnsomniaczack,murica doods,other,10,1
5776,match round one,8,[4:45:44] ,jlocke,am west side,other,10,1
5777,match round one,8,[4:45:49] ,exgleipnir,i heard hong kong is baout to go nuts,other,10,1
5778,match round one,8,[4:45:55] ,sdlgz,its am up in this biscuit,other,10,1
5779,match round one,8,[4:45:58] ,exgleipnir,cuz the grading system or something,other,10,1
5780,match round one,8,[4:46:03] ,menilapaper,am here,other,10,1
5781,match round one,8,[4:46:04] ,jameal,exgleipnir been going nuts for a while,other,10,1
5782,match round one,8,[4:46:07] ,exgleipnir,yup medium something into something else,other,10,1
5783,match round one,8,[4:46:13] ,besmirt,we need more of these streams,other,10,1
5784,match round one,8,[4:46:14] ,jameal,they closed the trains today,other,10,1
5785,match round one,8,[4:46:19] ,jameal,got home early at least ha,other,10,1
5809,match round one,8,[4:47:50] ,stickykilkenny,ultra silver,game,9,24
5810,match round one,8,[4:47:57] ,shinzo,her oki isnt great so using kicks means you have to oki after the hard knockdown,request,1,1
5811,match round one,8,[4:48:02] ,itsakili,am here,other,10,1
5812,match round one,8,[4:48:02] ,igrimninja,this guy out here gate keeping these poor silvers tsk tsk lol,game,9,1
5813,match round one,8,[4:48:03] ,exgleipnir,her hk is liteerally codys,other,10,1
5814,match round one,8,[4:48:09] ,damuffinman,i can never stream more than hours my ass starts to hurt,other,10,1
5815,match round one,8,[4:48:21] ,naughtyjuri,late night streams the best,other,10,1
5816,match round one,8,[4:48:29] ,jlocke,get a butt cushion,request,1,1
5817,match round one,8,[4:48:29] ,exgleipnir,yeah this blanka has no idea wtf is going on,cinfo,5,1
5818,match round one,8,[4:48:35] ,thatlnsomniaczack,damuffinman then get an ass cushion doodbutt,request,1,1
5819,match round one,8,[4:48:40] ,damuffinman,i might,other,10,1
5820,match round one,8,[4:48:41] ,sephsrot,this stage is gdlk,game,9,1
5864,match round one,8,[4:51:14] ,rashidoo,feelsfalkeman,other,10,44
5865,match round one,8,[4:51:15] ,shinzo,how am i a white knight ive been all over the world i speak frome xperience,other,10,1
5866,match round one,8,[4:51:17] ,ustinodj,can i shoot my brains out now,other,10,1
5867,match round one,8,[4:51:23] ,torasamu,sourpls,other,10,1
5868,match round one,8,[4:51:25] ,rashidoo,more round then yea,request,1,1
5869,match round one,8,[4:51:26] ,robzoobie,from close up as a acombo,request,1,1
5870,match round one,8,[4:51:35] ,exgleipnir,because im a black knight and i know a shiny when i see one,other,10,1
5949,match round one,8,[4:56:47] ,killacam,everyones v trigger offers something different,other,10,79
5950,match round one,8,[4:56:50] ,goodpart,shes the first main from thats made it to so i was excited but yeah,cinfo,5,1
5951,match round one,8,[4:56:52] ,cbascombe,is the character summer bundle out as yet,question,8,1
5952,match round one,8,[4:56:53] ,jlocke,minutes left on the update ammoyoda,other,10,1
5953,match round one,8,[4:57:00] ,exgleipnir,i just wanna see this ale parry for damage,request,1,1
5954,match round one,8,[4:57:00] ,renpool,who cares what she does in her free time all that matters is fighting skills,cinfo,5,1
5955,match round one,8,[4:57:07] ,machriphi,cbascombe its been out on steam for a while no idea about ps,game,9,1
5956,match round one,8,[4:57:13] ,igrimninja,if a character has or they shouldnt have a bar vtrigger they should just have bar ones cause by the time you get it your dead,game,9,1
5957,match round one,8,[4:57:17] ,exgleipnir,well if she dont fight in her free time her skills probably suck,cinfo,5,1
5958,match round one,8,[4:57:22] ,exgleipnir,pun intended,other,10,1
6009,match round one,8,[5:01:23] ,exgleipnir,cuz dont you just follow up with flip into crossup elbow anyway ambiguous,caction,3,51
6010,match round one,8,[5:01:26] ,renpool,cody is lp lp lp and down lp,cinfo,5,1
6011,match round one,8,[5:01:28] ,lejuanix,its a sagat a good champ for ranked,question,8,1
6012,match round one,8,[5:01:31] ,exgleipnir,lol,goodp,6,1
6013,match round one,8,[5:01:34] ,goodpart,if anything the outlier is sf cody,cinfo,5,1
6014,match round one,8,[5:01:37] ,famousduce,the next street fighter better be on xbox,game,9,1
6015,match round one,8,[5:01:39] ,exgleipnir,did you just call it a champion,question,8,1
6016,match round one,8,[5:01:42] ,wutevadude,thatlnsomniaczack na rarely,other,10,1
6017,match round one,8,[5:01:44] ,zeromezxc,thats a bit laggy,other,10,1
6018,match round one,8,[5:01:47] ,exgleipnir,sagat is a king boi,other,10,1
